,VOC,JSC,FF,PCE,Electrolyte,Active area,Co-adsorbent,Co-sensitizer,Semiconductor,Dye loading,Exposure time,Solar simulator,Performance comment,Article author,Article title,Article journal,Article volume,Article DOI,Article pages,Article issue nr,Article EID,Article year,Article year.1,Article electronic id,Article keywords,Molecule SMILE,Molecule keywords,Molecule spectrum absorption maxima,Molecule spectrum emission maxima,Molecule spectrum solvent
369,660.0,8.36,0.74,4.07,Iodide_Triiodide,-,-,-,TiO2 thin film,502 nmol/cm2,-,AM 1.5G 100mW/cm2,-,Aaron S. Hart and Chandra Bikram K. C. and Navaneetha K. Subbaiyan and Paul A. Karr and Francis D'Souza,Phenothiazine-Sensitized Organic Solar Cells: Effect of Dye Anchor Group Positioning on the Cell Performance,{ACS} Applied Materials {\&} Interfaces,4,10.1021/am3014407,5813--5820,11,,01/01/2012,Hart_2012,,,COCCOCCOCCN1c2ccccc2Sc2c1ccc(c2)/C=C(\C(=O)O)/C#N,phenothiazine,,,-
370,650.0,8.03,0.75,3.88,Iodide_Triiodide,-,-,-,TiO2 thin film,409 nmol/cm2,-,AM 1.5G 100mW/cm2,-,Aaron S. Hart and Chandra Bikram K. C. and Navaneetha K. Subbaiyan and Paul A. Karr and Francis D'Souza,Phenothiazine-Sensitized Organic Solar Cells: Effect of Dye Anchor Group Positioning on the Cell Performance,{ACS} Applied Materials {\&} Interfaces,4,10.1021/am3014407,5813--5820,11,,01/01/2012,Hart_2012,,,OCCN1c2ccc(cc2Sc2c1cccc2)/C=C(/C(=O)O)\C#N,phenothiazine,,,-
371,660.0,6.5,0.75,3.21,Iodide_Triiodide,-,-,-,TiO2 thin film,218 nmol/cm2,-,AM 1.5G 100mW/cm2,-,Aaron S. Hart and Chandra Bikram K. C. and Navaneetha K. Subbaiyan and Paul A. Karr and Francis D'Souza,Phenothiazine-Sensitized Organic Solar Cells: Effect of Dye Anchor Group Positioning on the Cell Performance,{ACS} Applied Materials {\&} Interfaces,4,10.1021/am3014407,5813--5820,11,,01/01/2012,Hart_2012,,,N#C/C(=C\c1ccc2c(c1)Sc1c(N2C)cccc1)/C(=O)O,phenothiazine,,,-
372,587.0,4.45,0.7,1.83,Iodide_Triiodide,-,-,-,TiO2 thin film (12 um thick film as the transparent layer and 4 um of 200 nm particles as the scattering layer),-,12 hours,AM 1.5G 100mW/cm2,-,Zhongquan Wan and Chunyang Jia and Linlei Zhou and Weirong Huo and Xiaojun Yao and Yu Shi,Influence of different arylamine electron donors in organic sensitizers for dye-sensitized solar cells,Dyes and Pigments,95,10.1016/j.dyepig.2012.03.028,41--46,1,,01/01/2012,Wan_2012,,,N#C/C(=C\c1ccc(cc1)N1c2ccccc2Sc2c1cccc2)/C(=O)O,phenothiazine,408.0,,dichloromethane
373,570.0,4.7,0.78,2.1,Iodide_Triiodide,0.2,-,-,TiO2 thin film (12 um thick film with 15-20 nm particles as the transparent layer and 4 um of 300-500 nm particles as the scattering layer),-,-,AM 1.5G 100mW/cm2,-,ZhongQuan Wan and ChunYang Jia and JiaQiang Zhang and YanDong Duan and Yuan Lin and Yu Shi,Triphenylamine-based starburst dyes with carbazole and phenothiazine antennas for dye-sensitized solar cells,Journal of Power Sources,199,10.1016/j.jpowsour.2011.10.062,426--431,,,01/01/2012,Wan_2012,,,OC(=O)CN1C(=S)S/C(=C\c2ccc(cc2)N(c2ccc(cc2)N2c3ccccc3Sc3c2cccc3)c2ccc(cc2)N2c3ccccc3Sc3c2cccc3)/C1=O,"triphenylamine, phenothiazine",468.0,543.0,dichloromethane
381,655.0,8.2,0.71,3.8,Iodide_Triiodide,-,-,-,TiO2 (20 nm particle size),-,15 hours,AM 1.5G 100mW/cm2,-,Yanping Hong and Jin-Yun Liao and Jianlong Fu and Dai-Bin Kuang and Herbert Meier and Cheng-Yong Su and Derong Cao,Performance of dye-sensitized solar cells based on novel sensitizers bearing asymmetric double D-$\uppi$-A chains with arylamines as donors,Dyes and Pigments,94,10.1016/j.dyepig.2012.02.011,481--489,3,,01/01/2012,Hong_2012,,,CCCCCCN(c1ccccc1)c1ccc(cc1)/C=C(/c1ccc(s1)/C=C(/C(=O)O)\C#N)\C#N,phenothiazine,463.0,599.0,CH2Cl2/MeOH (1:1)
382,830.0,12.69,0.69,7.33,Iodide_Triiodide,0.16,-,-,"TiO2 film (12 um thick, 5 um scattering layer)",-,12 hours,AM 1.5G 100mW/cm2,-,Zu-Sheng Huang and Hao-Lin Feng and Xu-Feng Zang and Zafar Iqbal and Heping Zeng and Dai-Bin Kuang and Lingyun Wang and Herbert Meier and Derong Cao,Dithienopyrrolobenzothiadiazole-based organic dyes for efficient dye-sensitized solar cells,J. Mater. Chem. A,2,10.1039/c4ta02639j,15365--15376,37,,01/01/2014,Huang_2014,,,CCCCCCN1c2ccc(cc2S(=O)(=O)c2c1ccc(c2)c1csc2c1sc(c2)[C@@H](C(=O)O)C#N)c1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)OCCCCCC,"phenothiazine, triphenylamine",424.0,543.0,-
383,850.0,13.9,0.71,8.36,Iodide_Triiodide,0.16,-,-,"TiO2 film (12 um thick, 5 um scattering layer)",-,12 hours,AM 1.5G 100mW/cm2,-,Zu-Sheng Huang and Hao-Lin Feng and Xu-Feng Zang and Zafar Iqbal and Heping Zeng and Dai-Bin Kuang and Lingyun Wang and Herbert Meier and Derong Cao,Dithienopyrrolobenzothiadiazole-based organic dyes for efficient dye-sensitized solar cells,J. Mater. Chem. A,2,10.1039/c4ta02639j,15365--15376,37,,01/01/2014,Huang_2014,,,CCCCCCN1c2ccc(cc2S(=O)(=O)c2c1ccc(c2)c1ccc(s1)/C=C(\C(=O)O)/C#N)c1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)OCCCCCC,"phenothiazine, triphenylamine",416.0,538.0,-
384,850.0,13.81,0.69,8.06,Iodide_Triiodide,0.16,-,-,"TiO2 film (12 um thick, 5 um scattering layer)",-,12 hours,AM 1.5G 100mW/cm2,-,Zu-Sheng Huang and Hao-Lin Feng and Xu-Feng Zang and Zafar Iqbal and Heping Zeng and Dai-Bin Kuang and Lingyun Wang and Herbert Meier and Derong Cao,Dithienopyrrolobenzothiadiazole-based organic dyes for efficient dye-sensitized solar cells,J. Mater. Chem. A,2,10.1039/c4ta02639j,15365--15376,37,,01/01/2014,Huang_2014,,,CCCCCCN1c2ccc(cc2S(=O)(=O)c2c1ccc(c2)c1ccc(s1)/C=C(\C(=O)O)/C#N)c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1,"phenothiazine, triphenylamine",416.0,518.0,-
385,830.0,13.56,0.7,7.88,Iodide_Triiodide,0.16,-,-,"TiO2 film (12 um thick, 5 um scattering layer)",-,12 hours,AM 1.5G 100mW/cm2,-,Zu-Sheng Huang and Hao-Lin Feng and Xu-Feng Zang and Zafar Iqbal and Heping Zeng and Dai-Bin Kuang and Lingyun Wang and Herbert Meier and Derong Cao,Dithienopyrrolobenzothiadiazole-based organic dyes for efficient dye-sensitized solar cells,J. Mater. Chem. A,2,10.1039/c4ta02639j,15365--15376,37,,01/01/2014,Huang_2014,,,CCCCCCN1c2ccc(cc2S(=O)(=O)c2c1ccc(c2)c1ccc(s1)/C=C(\C(=O)O)/C#N)c1ccc(cc1)N(c1ccccc1)c1ccccc1,"phenothiazine, triphenylamine",418.0,510.0,-
386,820.0,11.63,0.68,6.49,Iodide_Triiodide,0.16,-,-,"TiO2 film (12 um thick, 5 um scattering layer)",-,12 hours,AM 1.5G 100mW/cm2,-,Zu-Sheng Huang and Hao-Lin Feng and Xu-Feng Zang and Zafar Iqbal and Heping Zeng and Dai-Bin Kuang and Lingyun Wang and Herbert Meier and Derong Cao,Dithienopyrrolobenzothiadiazole-based organic dyes for efficient dye-sensitized solar cells,J. Mater. Chem. A,2,10.1039/c4ta02639j,15365--15376,37,,01/01/2014,Huang_2014,,,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)N(c1ccccc1)c1ccccc1)c1ccc(s1)/C=C(\C(=O)O)/C#N,"phenothiazine, triphenylamine",446.0,608.0,-
400,726.0,15.3,0.62,6.86,Iodide_Triiodide,0.16,-,-,TiO2 film (16 um thick),445 nmol/cm2,-,AM 1.5G 100mW/cm2,-,Zu-Sheng Huang and Hao-Lin Feng and Xu-Feng Zang and Zafar Iqbal and Heping Zeng and Dai-Bin Kuang and Lingyun Wang and Herbert Meier and Derong Cao,Dithienopyrrolobenzothiadiazole-based organic dyes for efficient dye-sensitized solar cells,J. Mater. Chem. A,2,10.1039/c4ta02639j,15365--15376,37,,01/01/2014,Huang_2014,,,CCCCCCn1c2cc(sc2c2c1c1c(c3c2nsn3)c2c(n1CCCCCC)cc(s2)/C=C(/C(=O)O)\C#N)c1ccc(cc1)N(c1ccccc1)c1ccccc1,"triphenylamine,  dithienopyrrolobenzothiadiazole",505.0,,CH2Cl2/MeOH
401,622.0,11.15,0.63,4.39,Iodide_Triiodide,0.16,-,-,TiO2 film (16 um thick),343 nmol/cm2,-,AM 1.5G 100mW/cm2,-,Zu-Sheng Huang and Hao-Lin Feng and Xu-Feng Zang and Zafar Iqbal and Heping Zeng and Dai-Bin Kuang and Lingyun Wang and Herbert Meier and Derong Cao,Dithienopyrrolobenzothiadiazole-based organic dyes for efficient dye-sensitized solar cells,J. Mater. Chem. A,2,10.1039/c4ta02639j,15365--15376,37,,01/01/2014,Huang_2014,,,CCCCCCn1c2cc(sc2c2c1c1c(c3c2nsn3)c2c(n1CCCCCC)cc(s2)/C=C(/C(=O)O)\C#N)c1ccc(s1)c1ccc2c(c1)Sc1c(N2CCCCCCC)cccc1,"phenothiazine, dithienopyrrolobenzothiadiazole",512.0,,CH2Cl2/MeOH
402,599.0,9.86,0.6,3.54,Iodide_Triiodide,0.16,-,-,TiO2 film (16 um thick),446 nmol/cm2,-,AM 1.5G 100mW/cm2,-,Zu-Sheng Huang and Hao-Lin Feng and Xu-Feng Zang and Zafar Iqbal and Heping Zeng and Dai-Bin Kuang and Lingyun Wang and Herbert Meier and Derong Cao,Dithienopyrrolobenzothiadiazole-based organic dyes for efficient dye-sensitized solar cells,J. Mater. Chem. A,2,10.1039/c4ta02639j,15365--15376,37,,01/01/2014,Huang_2014,,,CCCCCCn1c2cc(sc2c2c1c1n(CCCCCC)c3c(c1c1c2nsn1)sc(c3)c1ccc(s1)/C=C(\C(=O)O)/C#N)c1ccc2c(c1)Sc1c(N2CCCCCCC)cccc1,"phenothiazine, dithienopyrrolobenzothiadiazole",519.0,,CH2Cl2/MeOH
403,664.0,12.54,0.6,5.02,Iodide_Triiodide,0.16,-,-,TiO2 film (16 um thick),365 nmol/cm2,-,AM 1.5G 100mW/cm2,-,Zu-Sheng Huang and Hao-Lin Feng and Xu-Feng Zang and Zafar Iqbal and Heping Zeng and Dai-Bin Kuang and Lingyun Wang and Herbert Meier and Derong Cao,Dithienopyrrolobenzothiadiazole-based organic dyes for efficient dye-sensitized solar cells,J. Mater. Chem. A,2,10.1039/c4ta02639j,15365--15376,37,,01/01/2014,Huang_2014,,,CCCCCCn1c2cc(sc2c2c1c1c(c3c2nsn3)c2c(n1CCCCCC)cc(s2)/C=C(/C(=O)O)\C#N)c1ccc2c(c1)Sc1c(N2CCCCCCC)cccc1,"phenothiazine, dithienopyrrolobenzothiadiazole",507.0,,CH2Cl2/MeOH
404,774.0,12.9,0.7,7.0,Iodide_Triiodide,0.159,-,-,TiO2 film (8 um transparent layer with 5 mm scattering layer,-,16 hours,AM 1.5G 100mW/cm2,-,Magdalena Marszalek and Satyawan Nagane and Amol Ichake and Robin Humphry-Baker and Vincent Paul and Shaik M. Zakeeruddin and Michael Grätzel,Structural variations of D{\textendash}$\uppi${\textendash}A dyes influence on the photovoltaic performance of dye-sensitized solar cells,{RSC} Advances,3,10.1039/c3ra22249g,7921,21,,01/01/2013,Marszalek_2013,,,CCCCCCCCCCCCC1(CCCCCCCCCCCC)c2cc(sc2c2c1cc(s2)c1ccc2c(c1)Sc1c(N2CCCC)cccc1)/C=C(/C(=O)O)\C#N,phenothiazine,532.0,610.0,dichloromethane
405,691.0,15.2,0.7,7.4,Iodide_Triiodide,0.159,-,-,TiO2 film (8 um transparent layer with 5 mm scattering layer,-,16 hours,AM 1.5G 100mW/cm2,-,Magdalena Marszalek and Satyawan Nagane and Amol Ichake and Robin Humphry-Baker and Vincent Paul and Shaik M. Zakeeruddin and Michael Grätzel,Structural variations of D{\textendash}$\uppi${\textendash}A dyes influence on the photovoltaic performance of dye-sensitized solar cells,{RSC} Advances,3,10.1039/c3ra22249g,7921,21,,01/01/2013,Marszalek_2013,,,N#C/C(=C/c1ccc(s1)/C=C/c1ccc2c(c1)Sc1c(N2)cc(cc1)SC)/C(=O)O,phenothiazine,,,-
406,720.0,12.07,0.685,6.0,Iodide_Triiodide,0.23,-,-,TiO2 films (20 um thickness),-,20 hours,AM 1.5G 100mW/cm2,-,Marri Anil Reddy and Botla Vinayak and Thogiti Suresh and S. Niveditha and K. Bhanuprakash and Surya Prakash Singh and Ashraful Islam and Liyuan Han and Malapaka Chandrasekharam,Highly conjugated electron rich thiophene antennas on phenothiazine and phenoxazine-based sensitizers for dye sensitized solar cells,Synthetic Metals,195,10.1016/j.synthmet.2014.06.009,208--216,,,01/01/2014,Anil_Reddy_2014,,,CCCCCCc1ccc(s1)c1ccc(s1)c1ccc2c(c1)Oc1c(N2CCCCCC)ccc(c1)C=C(C(=O)O)C#N,phenoxazine,467.0,602.0,THF
407,694.0,10.84,0.724,5.4,Iodide_Triiodide,0.23,-,-,TiO2 films (20 um thickness),-,20 hours,AM 1.5G 100mW/cm2,-,Marri Anil Reddy and Botla Vinayak and Thogiti Suresh and S. Niveditha and K. Bhanuprakash and Surya Prakash Singh and Ashraful Islam and Liyuan Han and Malapaka Chandrasekharam,Highly conjugated electron rich thiophene antennas on phenothiazine and phenoxazine-based sensitizers for dye sensitized solar cells,Synthetic Metals,195,10.1016/j.synthmet.2014.06.009,208--216,,,01/01/2014,Anil_Reddy_2014,,,CCCCCCc1ccc(s1)c1ccc(s1)c1ccc2c(c1)Sc1c(N2CCCCCC)ccc(c1)C=C(C(=O)O)C#N,phenothiazine,449.0,645.0,THF
408,726.0,11.56,0.719,6.0,Iodide_Triiodide,0.23,-,-,TiO2 films (20 um thickness),-,20 hours,AM 1.5G 100mW/cm2,-,Marri Anil Reddy and Botla Vinayak and Thogiti Suresh and S. Niveditha and K. Bhanuprakash and Surya Prakash Singh and Ashraful Islam and Liyuan Han and Malapaka Chandrasekharam,Highly conjugated electron rich thiophene antennas on phenothiazine and phenoxazine-based sensitizers for dye sensitized solar cells,Synthetic Metals,195,10.1016/j.synthmet.2014.06.009,208--216,,,01/01/2014,Anil_Reddy_2014,,,CCCCCCc1ccc(s1)c1ccc2c(c1)Oc1c(N2CCCCCC)ccc(c1)C=C(C(=O)O)C#N,phenoxazine,465.0,610.0,THF
409,645.0,9.19,0.725,4.3,Iodide_Triiodide,0.23,-,-,TiO2 films (20 um thickness),-,20 hours,AM 1.5G 100mW/cm2,-,Marri Anil Reddy and Botla Vinayak and Thogiti Suresh and S. Niveditha and K. Bhanuprakash and Surya Prakash Singh and Ashraful Islam and Liyuan Han and Malapaka Chandrasekharam,Highly conjugated electron rich thiophene antennas on phenothiazine and phenoxazine-based sensitizers for dye sensitized solar cells,Synthetic Metals,195,10.1016/j.synthmet.2014.06.009,208--216,,,01/01/2014,Anil_Reddy_2014,,,CCCCCCc1ccc(s1)c1ccc2c(c1)Sc1c(N2CCCCCC)ccc(c1)C=C(C(=O)O)C#N,phenothiazine,444.0,645.0,THF
410,645.0,14.71,0.673,6.4,Iodide_Triiodide,0.1256,-,-,TiO2 films (10 um in thickness) with a scattering layer (4 um),-,12 hours,AM 1.5G 100mW/cm2,-,Xichuan Yang and Jianghua Zhao and Lei Wang and Jie Tian and Licheng Sun,Phenothiazine derivatives-based D{\textendash}$\uppi${\textendash}A and D{\textendash}A{\textendash}$\uppi${\textendash}A organic dyes for dye-sensitized solar cells,{RSC} Advances,4,10.1039/c4ra01858c,24377,46,,01/01/2014,Yang_2014,,,CCCCN1c2ccc(cc2Sc2c1ccc(c2)c1ccc(cc1OCCCC)OCCCC)c1ccc(c2c1nsn2)c1ccc(s1)/C=C(/C(=O)O)\C#N,phenothiazine,498.0,,dichloromethane
412,697.0,12.52,0.68,5.93,Iodide_Triiodide,0.18,-,-,TiO2 film (12 um),-,24 hours,AM 1.5G 100mW/cm2,-,Shibin Wang and Ruoyu Yang and Jianchun Guo and Geng Li,Phenothiazine organic dyes with the cone-shaped structural: Broad photoresponse and limitations on short-circuit photocurrent density in dye-sensitized solar cells,Synthetic Metals,215,10.1016/j.synthmet.2016.01.025,184--193,,,01/01/2016,Wang_2016,,,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)/C=C(/C(=O)O)\C#N)N(c1ccc2c(c1)c1ccccc1n2CCCCCC)c1ccc2c(c1)c1ccccc1n2CCCCCC,phenothiazine,512.0,,dichloromethane
413,628.0,10.32,0.6022,3.91,Iodide_Triiodide,0.24,-,-,"TiO2 film (20-30 nm particles, 4 um scattering layer)",55 nmol/cm2,8-12 hours,AM 1.5G 100mW/cm2,-,Myeong Seok Kim and Min Ju Cho and Young Cheol Choi and Kwang-Soon Ahn and Dong Hoon Choi and Kyungkon Kim and Jae Hong Kim,Enhancement of photovoltaic performance in dye-sensitized solar cells fabricated with dendritic photosensitizer containing site-isolated chromophores,Dyes and Pigments,99,10.1016/j.dyepig.2013.08.005,986--994,3,,01/01/2013,Kim_2013,,,N#C/C(=C/c1ccc2c(c1)Sc1c(N2CCCCCCN2c3ccccc3Sc3c2ccc(c3)/C=C(/C(=O)O)\C#N)cccc1)/C(=O)O,phenothiazine,417.0,,Dimethylformamide
414,681.0,11.96,0.6015,4.9,Iodide_Triiodide,0.24,-,-,"TiO2 film (20-30 nm particles, 4 um scattering layer)",38 nmol/cm2,8-12 hours,AM 1.5G 100mW/cm2,-,Myeong Seok Kim and Min Ju Cho and Young Cheol Choi and Kwang-Soon Ahn and Dong Hoon Choi and Kyungkon Kim and Jae Hong Kim,Enhancement of photovoltaic performance in dye-sensitized solar cells fabricated with dendritic photosensitizer containing site-isolated chromophores,Dyes and Pigments,99,10.1016/j.dyepig.2013.08.005,986--994,3,,01/01/2013,Kim_2013,,,N#C/C(=C\c1ccc2c(c1)Sc1c(N2CCCCCOc2ccc(cc2)[C@@](c2ccc(cc2)OCCCCCCN2c3ccccc3Sc3c2ccc(c3)/C=C(\C(=O)O)/C#N)(c2ccc(cc2)OCCCCCCN2c3ccccc3Sc3c2ccc(c3)/C=C(/C(=O)O)\C#N)C)cccc1)/C(=O)O,phenothiazine,413.0,,Dimethylformamide
415,758.0,9.01,0.71,4.87,Iodide_Triiodide,0.16,-,-,TiO2,428 nmol/cm2,-,AM 1.5G 100mW/cm2,-,Xue-Xin Dai and Hao-Lin Feng and Zu-Sheng Huang and Meng-Jiao Wang and Lingyun Wang and Dai-Bin Kuang and Herbert Meier and Derong Cao,Synthesis of phenothiazine-based di-anchoring dyes containing fluorene linker and their photovoltaic performance,Dyes and Pigments,114,10.1016/j.dyepig.2014.10.016,47--54,,,01/01/2015,Dai_2015,,,CCCCCCCCN1c2ccccc2Sc2c1ccc(c2)/C=C(/C(=O)O)\C#N,phenothiazine,439.0,,DCM/THF (1:1)
416,726.0,11.73,0.67,5.7,Iodide_Triiodide,0.16,-,-,TiO2,228  nmol/cm2,-,AM 1.5G 100mW/cm2,-,Xue-Xin Dai and Hao-Lin Feng and Zu-Sheng Huang and Meng-Jiao Wang and Lingyun Wang and Dai-Bin Kuang and Herbert Meier and Derong Cao,Synthesis of phenothiazine-based di-anchoring dyes containing fluorene linker and their photovoltaic performance,Dyes and Pigments,114,10.1016/j.dyepig.2014.10.016,47--54,,,01/01/2015,Dai_2015,,,CCCCCCCCN1[C@H]2CC=C(C=C2Sc2c1ccc(c2)/C=C(\C(=O)O)/C#N)c1ccc2c(c1)C(CCCCCC)(CCCCCC)c1c2ccc(c1)c1ccc2c(c1)N(CCCCCCCC)c1c(S2)cc(cc1)/C=C(/C(=O)O)\C#N,phenothiazine,458.0,,DCM/THF (1:1)
417,740.0,9.69,0.59,4.21,Iodide_Triiodide,0.16,-,-,TiO2,206 nmol/cm2,-,AM 1.5G 100mW/cm2,-,Xue-Xin Dai and Hao-Lin Feng and Zu-Sheng Huang and Meng-Jiao Wang and Lingyun Wang and Dai-Bin Kuang and Herbert Meier and Derong Cao,Synthesis of phenothiazine-based di-anchoring dyes containing fluorene linker and their photovoltaic performance,Dyes and Pigments,114,10.1016/j.dyepig.2014.10.016,47--54,,,01/01/2015,Dai_2015,,,CCCCCCCCN1c2ccc(cc2Sc2c1ccc(c2)/C=C(\C(=O)O)/C#N)c1ccc(s1)c1ccc2c(c1)C(CCCCCC)(CCCCCC)c1c2ccc(c1)c1ccc(s1)c1ccc2c(c1)N(CCCCCCCC)c1c(S2)cc(cc1)/C=C(\C(=O)O)/C#N,phenothiazine,450.0,,DCM/THF (1:1)
418,600.0,7.23,0.64,2.77,Iodide_Triiodide,0.16,-,-,"TiO2 film (9 um thick, 3 um scattering layer)",44 nmol/cm2,16 hours,AM 1.5G 100mW/cm2,-,Ryan Yeh-Yung Lin and Tzu-Man Chuang and Feng-Ling Wu and Pei-Yu Chen and Te-Chun Chu and Jen-Shyang Ni and Miao-Syuan Fan and Yih-Hsing Lo and Kuo-Chuan Ho and Jiann T. Lin,Anthracene/Phenothiazine $\uppi$-Conjugated Sensitizers for Dye-Sensitized Solar Cells using Redox Mediator in Organic and Water-based Solvents,ChemSusChem,8,10.1002/cssc.201403016,105--113,1,,01/01/2014,Lin_2014,,,CCCCCCOc1c2cc(ccc2c(c2c1ccc(c2)/C=C(/C(=O)O)\C#N)OCCCCCC)N(c1ccc2c(c1)Sc1c(N2CCCCCC)cccc1)c1ccccc1,phenothiazine,494.0,558.0,THF
419,640.0,11.47,0.63,4.64,Iodide_Triiodide,0.16,-,-,"TiO2 film (9 um thick, 3 um scattering layer)",93 nmol/cm2,16 hours,AM 1.5G 100mW/cm2,-,Ryan Yeh-Yung Lin and Tzu-Man Chuang and Feng-Ling Wu and Pei-Yu Chen and Te-Chun Chu and Jen-Shyang Ni and Miao-Syuan Fan and Yih-Hsing Lo and Kuo-Chuan Ho and Jiann T. Lin,Anthracene/Phenothiazine $\uppi$-Conjugated Sensitizers for Dye-Sensitized Solar Cells using Redox Mediator in Organic and Water-based Solvents,ChemSusChem,8,10.1002/cssc.201403016,105--113,1,,01/01/2014,Lin_2014,,,CCCCCCOc1c2cc(ccc2c(c2c1ccc(c2)c1ccc(s1)/C=C(/C(=O)O)\C#N)OCCCCCC)N(c1ccc2c(c1)Sc1c(N2CCCCCC)cccc1)c1ccccc1,phenothiazine,504.0,565.0,THF
420,730.0,15.14,0.65,7.13,Iodide_Triiodide,0.16,-,-,"TiO2 film (9 um thick, 3 um scattering layer)",601 nmol/cm2,16 hours,AM 1.5G 100mW/cm2,-,Ryan Yeh-Yung Lin and Tzu-Man Chuang and Feng-Ling Wu and Pei-Yu Chen and Te-Chun Chu and Jen-Shyang Ni and Miao-Syuan Fan and Yih-Hsing Lo and Kuo-Chuan Ho and Jiann T. Lin,Anthracene/Phenothiazine $\uppi$-Conjugated Sensitizers for Dye-Sensitized Solar Cells using Redox Mediator in Organic and Water-based Solvents,ChemSusChem,8,10.1002/cssc.201403016,105--113,1,,01/01/2014,Lin_2014,,,CCCCCCOc1c2cc(ccc2c(c2c1cccc2)OCCCCCC)N(c1ccc2c(c1)Sc1c(N2CCCCCC)ccc(c1)/C=C(/C(=O)O)\C#N)c1ccccc1,phenothiazine,440.0,559.0,THF
421,700.0,12.43,0.65,5.73,Iodide_Triiodide,0.16,-,-,"TiO2 film (9 um thick, 3 um scattering layer)",369 nmol/cm2,16 hours,AM 1.5G 100mW/cm2,-,Ryan Yeh-Yung Lin and Tzu-Man Chuang and Feng-Ling Wu and Pei-Yu Chen and Te-Chun Chu and Jen-Shyang Ni and Miao-Syuan Fan and Yih-Hsing Lo and Kuo-Chuan Ho and Jiann T. Lin,Anthracene/Phenothiazine $\uppi$-Conjugated Sensitizers for Dye-Sensitized Solar Cells using Redox Mediator in Organic and Water-based Solvents,ChemSusChem,8,10.1002/cssc.201403016,105--113,1,,01/01/2014,Lin_2014,,,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)c1ccc(s1)/C=C(\C(=O)O)/C#N)N(c1ccc2c(c1)c(OCCCCCC)c1c(c2OCCCCCC)cccc1)c1ccccc1,phenothiazine,448.0,560.0,THF
422,610.0,10.37,0.65,4.09,Iodide_Triiodide,0.16,-,-,"TiO2 film (9 um thick, 3 um scattering layer)",683 nmol/cm2,16 hours,AM 1.5G 100mW/cm2,-,Ryan Yeh-Yung Lin and Tzu-Man Chuang and Feng-Ling Wu and Pei-Yu Chen and Te-Chun Chu and Jen-Shyang Ni and Miao-Syuan Fan and Yih-Hsing Lo and Kuo-Chuan Ho and Jiann T. Lin,Anthracene/Phenothiazine $\uppi$-Conjugated Sensitizers for Dye-Sensitized Solar Cells using Redox Mediator in Organic and Water-based Solvents,ChemSusChem,8,10.1002/cssc.201403016,105--113,1,,01/01/2014,Lin_2014,,,CCCCCCOc1c2cc(ccc2c(c2c1cccc2)OCCCCCC)N(c1ccc2c(c1)Sc1c(N2CCCCCC)ccc(c1)/C=C(\C(=O)O)/C#N)c1ccccc1,phenothiazine,422.0,546.0,THF
439,606.4,9.09,0.66,3.66,Iodide_Triiodide,0.16,-,-,"TiO2 film (12 um thick, 5 um scattering layer)",-,24 hours,AM 1.5G 100mW/cm2,-,Govardhana Babu Bodedla and K. R. Justin Thomas and Chun-Ting Li and Kuo-Chuan Ho,Functional tuning of phenothiazine-based dyes by a benzimidazole auxiliary chromophore: an account of optical and photovoltaic studies,{RSC} Adv.,4,10.1039/c4ra09300c,53588--53601,96,,01/01/2014,Bodedla_2014,,,CCCCN1c2ccc(cc2Sc2c1ccc(c2)c1nc2c(n1c1ccccc1)cccc2)c1ccc(s1)/C=C(/C(=O)O)\C#N,phenothiazine,438.0,562.0,THF
440,604.4,9.26,0.64,3.6,Iodide_Triiodide,0.16,-,-,"TiO2 film (12 um thick, 5 um scattering layer)",-,24 hours,AM 1.5G 100mW/cm2,-,Govardhana Babu Bodedla and K. R. Justin Thomas and Chun-Ting Li and Kuo-Chuan Ho,Functional tuning of phenothiazine-based dyes by a benzimidazole auxiliary chromophore: an account of optical and photovoltaic studies,{RSC} Adv.,4,10.1039/c4ra09300c,53588--53601,96,,01/01/2014,Bodedla_2014,,,CCCCN1c2ccc(cc2Sc2c1ccc(c2)c1nc2c(n1c1ccccc1)cccc2)c1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N,phenothiazine,459.0,584.0,THF
441,646.1,7.47,0.69,3.31,Iodide_Triiodide,0.16,-,-,"TiO2 film (12 um thick, 5 um scattering layer)",-,24 hours,AM 1.5G 100mW/cm2,-,Govardhana Babu Bodedla and K. R. Justin Thomas and Chun-Ting Li and Kuo-Chuan Ho,Functional tuning of phenothiazine-based dyes by a benzimidazole auxiliary chromophore: an account of optical and photovoltaic studies,{RSC} Adv.,4,10.1039/c4ra09300c,53588--53601,96,,01/01/2014,Bodedla_2014,,,CCCCN1c2ccc(cc2Sc2c1ccc(c2)c1nc2c(n1c1ccccc1)cccc2)c1ccc(cc1)/C=C(\C(=O)O)/C#N,phenothiazine,402.0,539.0,THF
