,Molecule SMILE,Molecule keywords,Molecule spectrum absorption maxima,Molecule spectrum emission maxima,Molecule spectrum solvent,VOC,JSC,FF,PCE
1454,N#C/C(=C\1/C=C(/C=C/c2ccc(cc2)N(c2ccccc2)c2ccccc2)CC(C1)(C)C)/C(=O)O,triphenylamine,487.0,642.0,chloroform,615.0,13.6,0.69,5.77
1463,CCCCC(Cc1cc(sc1c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1ccc(c2c1nsn2)c1cc(c(s1)c1ccc(s1)c1ccc(cc1)/C=C(/C(=O)O)\C#N)CC(CCCC)CC)CC,triphenylamine,529.0,,dichloromethane,655.0,15.27,0.72,7.24
1465,CCCCCCOc1c(OCCCCCC)c(c2ccc(s2)/C=C(/C(=O)O)\C#N)c2c(c1c1ccc(cc1)N(c1ccccc1)c1ccccc1)nsn2,triphenylamine,466.0,619.0,THF,680.0,12.0,0.68,5.57
1466,CCCCCCOc1c(OCCCCCC)c(c2ccc(s2)/C=C(/C(=O)O)\C#N)c2c(c1c1ccc3c(c1)C(CC)(CC)c1c3ccc(c1)N(c1ccccc1)c1ccccc1)nsn2,triphenylamine,454.0,614.0,THF,680.0,11.3,0.69,5.34
1467,CCCCCCOc1c(OCCCCCC)c(c2ccc(s2)/C=C(/C(=O)O)\C#N)c2c(c1C#Cc1ccc(cc1)N(c1ccccc1)c1ccccc1)nsn2,triphenylamine,478.0,577.0,THF,700.0,12.7,0.7,6.22
1468,OC(=O)CN1C(=S)SC(=Cc2ccc(cc2)N(c2ccc(cc2)C=C(c2ccccc2)c2ccccc2)c2ccccc2)C1=O,triphenylamine,468.0,,methanol,640.0,15.5,0.63,6.27
1481,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1cc2c(s1)c1c(n2CCCCCC)c(cs1)C=C(C(=O)O)C#N,triphenylamine,524.0,,dichloromethane,729.0,10.95,0.73,5.83
1485,CCCCCCOc1c(OCCCCCC)c(c2ccc(s2)/C=C(/C(=O)O)\C#N)c2c(c1c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)nsn2,triphenylamine,501.0,631.0,THF,670.0,15.2,0.66,6.72
1486,CCCCCCOc1c(c2ccc(s2)c2ccc(cc2)N(c2ccc(cc2)OC)c2ccc(cc2)OC)c2nsnc2c(c1OCCCCCC)c1ccc(s1)/C=C(/C(=O)O)\C#N,triphenylamine,536.0,,THF,670.0,11.9,0.68,5.36
1487,N#C/C(=C\c1ccc(s1)c1ccc(c2c1nsn2)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine,491.0,650.0,THF,580.0,13.5,0.64,5.01
1492,N#CC(=Cc1ccc(s1)c1cnc(c2c1nsn2)c1ccc(s1)N(c1ccccc1)c1ccccc1)C(=O)O,triphenylamine,620.0,,dichloromethane,324.0,5.7,0.5,0.94
1493,CCCCCCn1c(c2ccc(cc2)N(c2ccc(cc2)OCCCCCC)c2ccc(cc2)OCCCCCC)c2c(c1=O)c(n(c2=O)CCCCCC)c1ccc(cc1)c1ccc(cc1)/C=C(/C(=O)O)\C#N,triphenylamine,539.0,,dichloromethane,730.0,15.5,0.67,7.57
1495,CCCCCCn1c(c2ccc(cc2)c2ccc(cc2)N(c2ccc(cc2)OCCCCCC)c2ccc(cc2)OCCCCCC)c2c(c1=O)c(n(c2=O)CCCCCC)c1ccc(cc1)/C=C(/C(=O)O)\C#N,triphenylamine,513.0,,dichloromethane,645.0,7.51,0.85,4.12
1496,CCCCCCn1c(=O)c2c(c1c1ccc(cc1)c1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)OCCCCCC)c(=O)n(c2c1ccc(cc1)c1ccc(cc1)/C=C(/C(=O)O)\C#N)CCCCCC,triphenylamine,,,-,699.0,13.43,0.65,6.06
1499,CCCCCCCCCCCCCCCc1c(C=C(C(=O)O)C#N)sc2c1sc1c2sc2c1sc(c2CCCCCCCCCCCCCCC)c1ccc(cc1)N(c1ccccc1)c1ccccc1,triphenylamine,498.0,,orthodichlorobenzene,946.0,7.66,0.6579999999999999,4.76
1500,CCCCCCCCCCCCCCCc1c(C=C(C(=O)O)C#N)sc2c1sc1c2sc2c1sc(c2CCCCCCCCCCCCCCC)c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1,triphenylamine,482.0,,orthodichlorobenzene,893.0,10.1,0.6809999999999999,6.15
1501,CCCCCCCCCCCCCCCc1c(sc2c1sc1c2sc2c1sc(c2CCCCCCCCCCCCCCC)c1ccc(s1)C=C(C(=O)O)C#N)c1ccc(cc1)N(c1ccccc1)c1ccccc1,triphenylamine,490.0,,orthodichlorobenzene,833.0,16.5,0.737,10.1
1502,CCCCCCCCCCCCCCCc1c(sc2c1sc1c2sc2c1sc(c2CCCCCCCCCCCCCCC)c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1ccc(s1)C=C(C(=O)O)C#N,triphenylamine,513.0,,orthodichlorobenzene,832.0,11.8,0.703,6.91
1503,N#C/C(=C/c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine,395.0,,ethanol,621.0,4.91,0.73,2.23
1504,N#C/C(=C/c1ccc(cc1)N(c1ccccc1)c1ccc(cc1)c1nc(c([nH]1)c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine,405.0,,ethanol,646.0,7.13,0.68,3.13
1505,N#C/C(=C/c1ccc(cc1)N(c1ccccc1)c1ccc(cc1)c1nc2c([nH]1)c1ccccc1c1c2cccc1)/C(=O)O,triphenylamine,397.0,,ethanol,603.0,3.04,0.66,1.21
1507,CCCCCCCCC1(CCCCCCCC)c2cc(/C=C/c3ccc(cc3)N(c3ccccc3)c3ccccc3)ccc2c2c1cc(cc2)/C=C(\C(=O)O)/C#N,triphenylamine,406.0,612.0,dichloromethane,860.0,11.33,0.57,5.56
1511,N#C/C(=C\c1ccc(s1)c1ccc2c(c1)C(CC)(CC)c1c2ccc(c1)N(c1ccc(cc1)C=C1c2ccccc2c2c1cccc2)c1ccc(cc1)C=C1c2ccccc2c2c1cccc2)/C(=O)O,triphenylamine,439.0,,dichloromethane,650.0,13.7,0.65,5.82
1512,N#C/C(=C\c1ccc(s1)c1ccc(s1)c1ccc2c(c1)C(CC)(CC)c1c2ccc(c1)N(c1ccc(cc1)C=C1c2ccccc2c2c1cccc2)c1ccc(cc1)C=C1c2ccccc2c2c1cccc2)/C(=O)O,triphenylamine,437.0,,dichloromethane,640.0,13.2,0.64,5.38
1513,N#CC(=Cc1ccc(cc1)N(c1ccc2c(c1)C(CC)(CC)c1c2ccc(c1)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccccc1)C#N,triphenylamine,460.0,,dichloromethane,586.0,10.3,0.67,4.01
1514,N#C/C(=C\c1ccc(s1)c1ccc2c(c1)C(CC)(CC)c1c2ccc(c1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine,469.0,,dichloromethane,690.0,10.56,0.65,4.7
1515,N#C/C(=C\c1ccc(s1)c1ccc(s1)c1ccc2c(c1)C(CC)(CC)c1c2ccc(c1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine,487.0,,dichloromethane,618.0,7.52,0.65,3.01
1516,N#C/C(=C\c1ccc(s1)c1ccc2c(c1)C(CC)(CC)c1c2ccc(c1)N(c1ccc2c(c1)C(CC)(CC)c1c2cccc1)c1ccc2c(c1)C(CC)(CC)c1c2cccc1)/C(=O)O,triphenylamine,492.0,,dichloromethane,664.0,9.69,0.696,4.65
1517,N#C/C(=C\c1ccc(s1)c1ccc(s1)c1ccc2c(c1)C(CC)(CC)c1c2ccc(c1)N(c1ccc2c(c1)C(CC)(CC)c1c2cccc1)c1ccc2c(c1)C(CC)(CC)c1c2cccc1)/C(=O)O,triphenylamine,513.0,,dichloromethane,709.0,11.71,0.7086,5.8
1521,c1ccc(cc1)N(c1ccccc1)c1ccc(cc1)c1cccs1.OC(=O)C(=C)C#N,triphenylamine,404.0,548.0,acetonitrile,735.0,5.42,0.69,2.75
1522,c1ccc(cc1)N(c1ccccc1)c1ccc(cc1)C1(CC=CS1)C=Cc1cccs1.OC(=O)C(=C)C#N,triphenylamine,445.0,621.0,acetonitrile,635.0,6.55,0.66,2.73
1523,c1ccc(cc1)N(c1ccccc1)c1ccc(cc1)C=CC1(CC=CS1)C=Cc1cccs1.OC(=O)C(=C)C#N,triphenylamine,463.0,644.0,acetonitrile,580.0,4.56,0.64,1.7
1524,CCCCCCc1cc(sc1c1ccc(cc1)N(c1ccc2c(c1)C(C)(C)c1c2cccc1)c1ccc2c(c1)C(C)(C)c1c2cccc1)c1sc(cc1CCCCCC)c1sc(cc1CCCCCC)/C=C(/C(=O)O)\C#N,triphenylamine,430.0,,THF,641.0,16.13,0.718,7.42
1525,CCCCCCC1=CC(=c2sc(=C3SC(C=C3CCCCCC)(C=O)/C=C(/C(=O)O)\C#N)cc2CCCCCC)SC1c1cc2c(s1)cc(cc2)N(c1ccc2c(c1)C(C)(C)c1c2cccc1)c1ccc2c(c1)C(C)(C)c1c2cccc1,triphenylamine,430.0,,THF,664.0,17.45,0.742,8.6
1526,N#C/C(=C\c1cc(c(s1)c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine,462.0,,THF,680.0,14.5,0.61,5.95
1527,N#C/C(=C\c1ccc(s1)c1cc(c(s1)c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine,465.0,,THF,650.0,15.6,0.6,6.04
1528,N#C/C(=C\c1ccc(s1)c1ccc(s1)c1cc(c(s1)c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine,462.0,,THF,610.0,11.4,0.59,4.11
1532,N#C/C(=C\c1ccc(s1)c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine,467.0,,dichloromethane,680.0,14.17,0.66,6.4
1546,OC(=O)CN1C(=S)S/C(=C\c2ccc(cc2)N(c2ccc(cc2)/C=C\2/SC(=S)N(C2=O)CC(=O)O)c2ccccc2)/C1=O,triphenylamine,497.0,577.0,chloroform,560.0,14.2,0.6,4.77
1548,OC(=O)CN1C(=S)S/C(=C\c2ccc(cc2)N(c2ccc(cc2)/C=C\2/SC(=S)N(C2=O)CC(=O)O)c2ccc(cc2)/C=C\2/SC(=S)N(C2=O)CC(=O)O)/C1=O,triphenylamine,480.0,,ethanol,530.0,11.0,0.51,2.97
1550,CCCCCCc1cc(sc1c1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)OCCCCCC)c1ccc(c2c1nsn2)c1sc(c(c1)CCCCCC)c1ccc(cc1)C=C(C(=O)O)C#N,triphenylamine,530.0,,dichloromethane,600.0,8.55,0.62,3.16
1551,CCCCCCc1cc(sc1c1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)OCCCCCC)c1ccc(c2c1nsn2)c1sc(c(c1)CCCCCC)c1ccc(s1)/C=C(/C(=O)O)\C#N,triphenylamine,545.0,,dichloromethane,580.0,11.15,0.59,3.81
1552,N#CC(=Cc1ccc(s1)c1cnc(c2c1nsn2)c1ccc(cc1)N(c1ccccc1)c1ccccc1)C(=O)O,triphenylamine,535.0,,dichloromethane,484.0,7.58,0.65,2.4
1553,N#CC(=Cc1ccc(cc1)c1cnc(c2c1nsn2)c1ccc(cc1)N(c1ccccc1)c1ccccc1)C(=O)O,triphenylamine,500.0,,dichloromethane,727.0,7.72,0.75,4.23
1561,CCCCCCOc1cc(/C=C(\C(=O)O)/C#N)c(cc1n1nnc(c1)c1ccc(cc1)N(c1ccc(cc1)c1nnn(c1)c1cc(OCCCCCC)c(cc1OCCCCCC)/C=C(\C(=O)O)/C#N)c1ccccc1)OCCCCCC,triphenylamine,405.0,,dioxane,590.0,5.56,0.65,2.13
1566,CCCCn1c(=O)c2c(c1c1ccc(cc1)c1ccc(cc1)N(c1ccc(cc1)OC)c1ccc(cc1)OC)c(=O)n(c2c1ccc(cc1)c1ccc(o1)/C=C(/C(=O)O)\C#N)CCCC,triphenylamine,525.0,,dichloromethane,541.0,15.96,0.65,5.65
1570,CCCCn1c(c2ccc(cc2)c2ccc(cc2)N(c2ccc(cc2)OC)c2ccc(cc2)OC)c2c(c1=O)c(n(c2=O)CCCC)c1ccc(cc1)c1ccc(cc1)/C=C(/C(=O)O)\C#N,triphenylamine,511.0,,dichloromethane,625.0,14.53,0.66,6.03
1572,N#CC(=Cc1ccc(s1)C1=CC=C2C(=Cc3c2ccc(c3)c2ccc(cc2)N(c2ccc(cc2)C)c2ccc(cc2)C)C1=O)C(=O)O,triphenylamine,477.0,,DMF,650.0,11.46,0.76,5.66
1573,CCC(CCCOc1ccccc1N(c1ccccc1OCCCC(CC)CC)c1ccc(cc1)c1ccc2c(c1)C=C1C2=CC=C(C1=O)c1ccc(s1)C=C(C(=O)O)C#N)CC,triphenylamine,484.0,,DMF,700.0,12.26,0.73,6.26
1584,CCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCC)c1ccc(cc1)c1ccc(s1)c1sc(c2c1OCCO2)/C=C(/C(=O)O)\C#N,triphenylamine,460.0,,acetonitrile and tert-butyl alcohol,670.0,10.13,0.68,4.66
1587,CCCCn1c(=O)c2c(c1c1ccc(cc1)c1ccc(cc1)N(c1ccc(cc1)OC)c1ccc(cc1)OC)c(=O)n(c2c1ccc(cc1)c1ccc(s1)/C=C(/C(=O)O)\C#N)CCCC,triphenylamine,524.0,,dichloromethane,606.0,10.79,0.68,4.44
1590,N#C/C(=C\c1ccc(s1)C1=Nc2c(C1(C)C)cc(cc2)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine,464.0,,THF,618.0,8.19,0.6970000000000001,3.53
1594,N#C/C(=C\c1ccc(n1C)C1=Nc2c(C1(C)C)cc(cc2)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine,395.0,,THF,664.0,5.85,0.738,2.86
1609,CCCCCCc1cc(sc1c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1cc(c(s1)/C=C(\C(=O)O)/C#N)CCCCCC,triphenylamine,490.0,,chloroform,684.0,8.77,0.65,3.93
1610,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1sc(cc1CCCCCC)c1cc(c(s1)/C=C(\C(=O)O)/C#N)OCCCCC,triphenylamine,495.0,,chloroform,727.0,10.59,0.66,5.06
1611,CCCCCCc1cc(sc1c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1ccc2c(c1)c(c1ccc(cc1)C(C)(C)C)c1c(c2c2ccc(cc2)C(C)(C)C)cc(cc1)c1sc(c(c1)OCCCCC)/C=C(\C(=O)O)/C#N,triphenylamine,490.0,,chloroform,707.0,12.24,0.65,5.59
1619,CCCCCCc1cc(sc1c1ccc(cc1)N(c1ccccc1)c1ccccc1)C=C(C(=O)O)C#N,triphenylamine,461.0,620.0,chloroform,680.0,13.57,0.674,6.22
1621,CCCCCCc1cc(sc1c1ccc(s1)c1sc(cc1CCCCCC)c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1sc(c(c1)CCCCCC)c1ccc(s1)c1sc(cc1CCCCCC)/C=C(\C(=O)O)/C#N,triphenylamine,464.0,700.0,chloroform,590.0,5.82,0.556,1.91
1623,CCCCCCc1cc(sc1c1ccc(s1)c1sc(cc1CCCCCC)C=C(C(=O)O)C#N)c1ccc(cc1)N(c1ccccc1)c1ccccc1,triphenylamine,489.0,708.0,chloroform,650.0,9.39,0.696,4.25
1625,N#CC(=Cc1ccc(s1)c1ccc(s1)c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)C(=O)O,triphenylamine,503.0,709.0,chloroform,600.0,7.68,0.696,3.21
1630,CCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCC)c1ccc(cc1)c1c(sc(c1c1ccc(cc1)N(c1ccc(cc1)OCCCC)c1ccc(cc1)OCCCC)c1ccsc1c1ccc(s1)c1ccc(s1)C=C(C(=O)O)C#N)c1ccc(s1)c1ccc(s1)c1cccs1,triphenylamine,496.0,,THF,724.0,16.28,0.684,8.06
1639,CCCCn1c(c2ccc(cc2)c2ccc(cc2)N(c2ccc(cc2)OC)c2ccc(cc2)OC)c2c(c1=O)c(n(c2=O)CCCC)c1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N,triphenylamine,627.0,,dichloromethane,346.0,7.65,0.55,1.45
1643,CCCCCCOc1ccc(cc1)c1c2cc(ccc2c(c2c1ccc(c2)c1cc(c(s1)/C=C(\C(=O)O)/C#N)OCCCCC)c1ccc(cc1)OCCCCCC)c1cc(c(s1)c1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)OCCCCCC)CCCCCC,triphenylamine,,,-,699.0,14.2,0.63,6.29
1650,N#C/C(=C/c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1cccc(c1)N(c1ccc(cc1)c1ccc(s1)/C=C(\C(=O)O)/C#N)c1ccccc1)/C(=O)O,triphenylamine,435.0,593.0,DMSO:ethanol,646.0,13.4,0.7,6.1
1651,CCCCCCCC[N+]1=C(/C=C/2\C(=C(C2=O)C=C2N(CC)c3c(C2(C)C)cccc3)[O-])C(c2c1ccc(c2)C(=O)O)(C)C,triphenylamine,418.0,580.0,DMSO:ethanol,616.0,9.3,0.73,4.2
1653,N#C/C(=C\c1ccc(cc1)N(c1ccc(cc1)/C=C(/c1ccc(cc1)[N+](=O)[O-])\C#N)c1ccc(cc1)/C=C/C(=O)O)/c1ccc(cc1)[N+](=O)[O-],triphenylamine,576.0,,THF,530.0,5.1,0.52,1.41
1655,N#C/C(=C\c1ccc(cc1)[N+](=O)[O-])/c1ccc(cc1)N(c1ccc(cc1)/C=C\C(=O)O)c1ccc(cc1)/C=C\C(=O)O,triphenylamine,556.0,,THF,610.0,6.9,0.56,2.36
1670,CCCCCCc1cc(sc1/C=C(\C(=O)O)/C#N)c1ccc2c(c1)C1(c3c2ccc(c3)c2ccc(cc2)N(c2ccccc2)c2ccccc2)c2ccccc2c2c1cccc2,triphenylamine,450.0,666.0,chloroform,630.0,9.12,0.7170000000000001,4.12
1671,CCCCCCc1cc(sc1/C=C(\C(=O)O)/C#N)c1ccc2c(c1)n(CC)c1c2ccc(c1)c1ccc(cc1)N(c1ccccc1)c1ccccc1,triphenylamine,469.0,556.0,chloroform,660.0,14.79,0.667,6.51
1672,N#C/C(=C/c1ccc(s1)c1ccc2c(c1)C(CC)(CC)c1c2ccc(c1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine,457.0,667.0,chloroform,700.0,14.25,0.705,7.03
1673,CCCCCCOc1cc(/C=C(\C(=O)O)/C#N)c(cc1n1nnc(c1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)OCCCCCC,triphenylamine,388.0,,dioxane,690.0,6.85,0.63,3.0
1674,CCCCCCOc1cc(/C=C(\C(=O)O)/C#N)c(cc1n1nnc(c1)c1ccc(cc1)N(c1ccc(cc1)c1nnn(c1)c1cc(OCCCCCC)c(cc1OCCCCCC)/C=C(\C(=O)O)/C#N)c1ccc(cc1)c1nnn(c1)c1cc(OCCCCCC)c(cc1OCCCCCC)/C=C(\C(=O)O)/C#N)OCCCCCC,triphenylamine,348.0,,dioxane,560.0,4.45,0.63,1.58
1675,CCCCCCn1c(/C=C/c2ccc(cc2)N(c2ccccc2)c2ccccc2)ccc1/C=C(/C(=O)O)\C#N,triphenylamine,487.0,,dichloromethane,690.0,11.3,0.66,5.12
1676,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1sc(cc1CCCCCC)c1ccc2c(c1)c(c1ccc(cc1)C(C)(C)C)c1c(c2c2ccc(cc2)C(C)(C)C)cc(cc1)c1cc(c(s1)/C=C(\C(=O)O)/C#N)OCCCCC,triphenylamine,494.0,,chloroform,722.0,13.42,0.66,6.42
1677,CCCCCCc1cc(sc1c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1ccc2c(c1)c(c1ccc(cc1)OCCCCCC)c1c(c2c2ccc(cc2)OCCCCCC)cc(cc1)c1sc(c(c1)OCCCCC)/C=C(\C(=O)O)/C#N,triphenylamine,,,-,708.0,13.68,0.63,6.1
1681,N#C/C(=C\c1cccc(c1)C#Cc1ccc2c(c1)C(CC)(CC)c1c2ccc(c1)N(c1ccccc1)c1ccccc1)/C(=O)O,diphenylamine,375.0,501.0,THF,498.0,1.92,0.63,0.61
1682,CCCCCCc1cc(sc1c1sc(cc1C)/C=C(\C(=O)O)/C#N)c1ccc(cc1)N(c1ccc2c(c1)n(CCCCCC)c(=S)n2CCCCCC)c1ccc2c(c1)n(CCCCCC)c(=S)n2CCCCCC,triphenylamine,436.0,,MeCN-DCM,739.4,16.02,0.63,7.42
1684,CCCCCCc1cc(sc1c1ccc(s1)/C=C(\C(=O)O)/C#N)/C=C/c1ccc(cc1)N(c1ccc2c(c1)n(CCCCCC)c(=S)n2CCCCCC)c1ccc2c(c1)n(CCCCCC)c(=S)n2CCCCCC,triphenylamine,462.0,,MeCN-DCM,719.2,17.83,0.64,8.24
1685,CCCCCCn1c2cc(ccc2n(c1=S)CCCCCC)N(c1ccc2c(c1)n(CCCCCC)c(=S)n2CCCCCC)c1ccc(cc1)c1ccc(s1)c1ccc(s1)/C=C(\C(=O)O)/C#N,triphenylamine,455.0,,MeCN-DCM,729.2,15.89,0.62,7.2
1688,CCCCCCn1c2cc(ccc2n(c1=S)CCCCCC)N(c1ccc2c(c1)n(CCCCCC)c(=S)n2CCCCCC)c1ccc(cc1)c1ccc(s1)/C=C(\C(=O)O)/C#N,triphenylamine,445.0,,MeCN-DCM,739.4,15.94,0.624,7.35
1689,N#C/C(=C\c1ccc(cc1)c1ccc(cc1)N(c1ccc(cc1)c1cccs1)c1ccc(cc1)c1cccs1)/C(=O)O,triphenylamine,425.0,,chloroform,776.0,12.0,0.5627,5.24
1690,N#C/C(=C\c1ccc(s1)c1ccc2c(c1)c1cc(ccc1n2CC)c1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)c1cccs1)c1ccc(cc1)c1cccs1)/C(=O)O,triphenylamine,379.0,,chloroform,774.0,14.12,0.5827,6.37
1691,CCn1c2ccc(cc2c2c1ccc(c2)c1ccc(s1)c1ccncc1)c1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)c1cccs1)c1ccc(cc1)c1cccs1,carbazole,372.0,,chloroform,674.0,4.2,0.6659999999999999,1.88
1692,CCCCCCCCn1c2cc3c(cc2c(=O)c2c1ccc(c2)c1ccc(cc1)N(c1ccccc1)c1ccccc1)n(CCCCCCCC)c1c(c3=O)cc(cc1)c1ccc(o1)C=C(C(=O)O)C#N,triphenylamine,534.0,,THF,776.0,12.42,0.71,6.8
1693,CCCCCCCCn1c2cc3c(=O)c4cc(ccc4n(c3cc2c(=O)c2c1ccc(c2)C=Cc1ccc(cc1)N(c1ccccc1)c1ccccc1)CCCCCCCC)c1ccc(o1)C=C(C(=O)O)C#N,triphenylamine,540.0,,THF,773.0,12.06,0.69,6.39
1694,CCCCCCCCn1c2cc3c(=O)c4cc(ccc4n(c3cc2c(=O)c2c1ccc(c2)c1ccc(cc1)N(c1ccc(cc1)OC)c1ccc(cc1)OC)CCCCCCCC)c1ccc(o1)C=C(C(=O)O)C#N,triphenylamine,539.0,,THF,794.0,11.78,0.69,6.46
1699,CCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCC)c1ccc(cc1)c1ccc(s1)c1ccc2c(c1)C1(OCCO1)C1(c3c2ccc(c3)c2ccc(s2)/C=C(/C(=O)O)\C#N)OCCO1,triphenylamine,420.0,,chloroform,688.0,9.4,73.7,4.8
1700,CCCCCCN1c2ccc(cc2CCc2c1ccc(c2)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)N(c1ccccc1)c1ccccc1,triphenylamine,459.0,,dichloromethane,672.0,10.27,0.69,4.78
1701,OCCCCCCN1c2ccc(cc2CCc2c1ccc(c2)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)N(c1ccccc1)c1ccccc1,triphenylamine,459.0,,dichloromethane,710.0,9.48,0.67,4.52
1702,N#C/C(=C\c1ccc(s1)c1ccc2c(c1)CCc1c(N2CCCCCCOc2ccc(cc2)C(=O)O)ccc(c1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine,458.0,,dichloromethane,726.0,10.46,0.64,4.88
1703,N#C/C(=C\c1ccc(s1)c1ccc(s1)c1ccc(s1)/C=C/c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine,424.0,560.0,dichloromethane,583.0,6.5,0.73,2.75
1704,OC(=O)CN1C(=S)S/C(=C/c2cc(c3cccs3)c(cc2c2cccs2)/C=C/c2ccc(cc2)N(c2ccccc2)c2ccccc2)/C1=O,triphenylamine,464.0,693.0,dichloromethane,524.0,3.1,0.73,1.19
1705,OC(=O)CN1C(=S)S/C(=C/c2cc(Cl)c(cc2Cl)/C=C/c2ccc(cc2)N(c2ccccc2)c2ccccc2)/C1=O,triphenylamine,480.0,706.0,dichloromethane,526.0,3.4,0.72,1.29
1706,OC(=O)CN1C(=S)S/C(=C/c2cc(Br)c(cc2Br)/C=C/c2ccc(cc2)N(c2ccccc2)c2ccccc2)/C1=O,triphenylamine,478.0,682.0,dichloromethane,525.0,3.0,0.73,1.14
1707,OC(=O)CN1C(=S)S/C(=C/c2ccc(cc2)/C=C/c2ccc(cc2)N(c2ccccc2)c2ccccc2)/C1=O,triphenylamine,468.0,691.0,dichloromethane,590.0,7.8,0.71,3.27
1709,N#C/C(=C\c1cc(C#N)c(cc1C#N)/C=C/c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine,500.0,682.0,dichloromethane,480.0,1.3,0.7,0.44
1710,N#C/C(=C\c1cc(c2cccs2)c(cc1c1cccs1)/C=C/c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine,425.0,626.0,dichloromethane,630.0,8.1,0.68,3.49
1711,N#C/C(=C\c1cc(Cl)c(cc1Cl)/C=C/c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine,444.0,644.0,dichloromethane,704.0,8.1,0.68,3.86
1712,N#C/C(=C\c1cc(Br)c(cc1Br)/C=C/c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine,441.0,640.0,dichloromethane,668.0,9.4,0.69,4.36
1713,N#C/C(=C\c1ccc(cc1)/C=C/c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine,438.0,625.0,dichloromethane,760.0,9.7,0.72,5.33
1718,OC(=O)CN1C(=S)S/C(=C/c2ccc(cc2)N(c2ccccc2)c2ccc(cc2)/C=C/c2ccc(cc2)N(c2ccccc2)c2ccccc2)/C1=O,triphenylamine,476.0,605.0,dichloromethane,664.0,4.8,0.72,2.3
1719,N#C/C(=C\c1ccc(cc1)c1ccc(s1)c1ccc(n1c1c(cccc1C(C)C)C(C)C)c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine,455.0,,THF,720.0,13.5,0.69,6.71
