Name,SMILES,Electrolyte,Semiconductor,Solar simulator,Article DOI,Molecule keywords,Molecule spectrum absorption maxima,Molecule spectrum emission maxima,VOC,JSC,FF,PCE
421,N#C/C(=C/c1ccc2c(c1)Sc1c(N2CCCCCOc2ccccc2OCCCCCN2c3ccccc3Sc3c2ccc(c3)/C=C(/C(=O)O)\C#N)cccc1)/C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2013.12.028,phenothiazine,420.0,,705.0,10.92,0.68,5.25
422,N#C/C(=C\c1ccc(s1)c1ccc(s1)c1ccc(s1)c1ccc2c(c1)c1ccccc1n2CC)/C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G,10.1021/cm8003276,"carbazole,hexylthiophene",485.0,,670.0,10.56,0.63,4.46
423,CCCCCCCCC1(CCCCCCCC)c2cc(ccc2c2c1cccc2)c1ccc2c(c1)Sc1c(N2c2ccc3c(c2)sc2c3sc3c2ccc(c3)c2cc(c(s2)C=C(C(=O)O)C#N)C)ccc(c1)c1ccc2c(c1)C(CCCCCCCC)(CCCCCCCC)c1c2cccc1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1021/acs.joc.6b00192,phenothiazine,420.0,,689.0,9.56,0.69,4.54
424,CCCCN1c2ccc(cc2Sc2c1cccc2)c1nc2c(n1CCCC)c(ccc2c1ccc(cc1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)/C=C(/C(=O)O)\C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1002/asia.201600766,phenothiazine,370.0,491.0,670.0,3.76,0.74,1.89
425,CCCCN1c2ccc(cc2Sc2c1cccc2)c1nc2c(n1CCCC)c(ccc2c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(s1)/C=C(/C(=O)O)\C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1002/asia.201600766,phenothiazine,427.0,513.0,650.0,6.89,0.73,3.28
426,CCCCN1c2ccc(cc2Sc2c1cccc2)c1nc2c(n1CCCC)c(ccc2c1ccc(s1)c1ccc(s1)/C=C(\C(=O)O)/C#N)c1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1002/asia.201600766,phenothiazine,444.0,534.0,700.0,6.71,0.66,3.13
427,CCN1c2ccc(cc2Sc2c1ccc(c2)C=C1SC(=S)N(C1=O)CC(=O)O)C=C1SC(=S)N(C1=O)CC(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1590/s0103-50532011000400023,phenothiazine,489.0,635.0,658.0,10.6,0.7,4.91
428,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)/C=C(/C(=O)O)\C#N)c1cc2c(s1)c1c(n2CCCCCC)ccs1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.solener.2017.08.012,phenothiazine,488.0,,610.0,14.2,0.67,5.8
429,CCCCCCOc1ccc(cc1)n1c2cc(sc2c2c1ccs2)c1ccc2c(c1)Sc1c(N2CCCCCC)ccc(c1)/C=C(/C(=O)O)\C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.solener.2017.08.012,phenothiazine,473.0,,640.0,13.5,0.66,5.7
430,CCCCC(CN1c2ccc(cc2Sc2c1ccc(c2)/C=C\C(=O)O)/C=C/C1=CC(=C2C(=O)N(CC)C(=S)N(C2=O)CC)C=C(O1)/C=C\c1ccc2c(c1)Sc1c(N2CC(CCCC)CC)ccc(c1)/C=C/C(=O)O)CC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2016.06.024,phenothiazine,520.0,,571.0,2.22,0.73,0.93
431,CCCCC(CN1c2ccc(cc2Sc2c1ccc(c2)/C=C/C(=O)O)/C=C\C1=CC(=C(C#N)C#N)C=C(O1)/C=C/c1ccc2c(c1)Sc1c(N2CC(CCCC)CC)ccc(c1)/C=N\C(=O)O)CC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2016.06.024,phenothiazine,478.0,,661.0,6.7,0.64,2.82
432,CCCCCCCCc1cc(sc1c1ccc(s1)c1sc(cc1CCCCCCCC)/C=C(\C(=O)O)/C#N)c1ccc2c(c1)Sc1c(N2CC(CCCC)CC)ccc(c1)c1ccc(cc1)OCCCC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.jpowsour.2016.01.055,phenothiazine,476.0,,742.0,17.18,0.59,7.48
433,CCCCCCCCc1cc(sc1c1ccc(s1)c1sc(cc1CCCCCCCC)/C=C(\C(=O)O)/C#N)c1ccc2c(c1)Sc1c(N2CC(CCCC)CC)cccc1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.jpowsour.2016.01.055,phenothiazine,488.0,,688.0,15.4,0.62,6.56
434,CCCCC(CN1c2ccc(cc2Sc2c1cccc2)c1ccc(s1)c1ccc(s1)c1ccc(s1)/C=C(\C(=O)O)/C#N)CC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.jpowsour.2016.01.055,phenothiazine,500.0,,661.0,14.63,0.63,6.14
435,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)C=C(C(=O)O)C#N)C=C1SC(=C(S1)SC)SC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.electacta.2016.05.175,phenothiazine,448.0,635.0,690.0,10.2,0.74,5.22
436,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)C=C1SC(=C(S1)SC)SC)c1ccc(cc1)C=C(C(=O)O)C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.electacta.2016.05.175,phenothiazine,472.0,666.0,640.0,12.63,0.72,5.81
438,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)/C=C(\C(=O)O)/C#N)c1nc(c([nH]1)c1ccc(cc1)OC)c1ccc(cc1)OC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.synthmet.2016.08.011,phenothiazine,403.0,,690.0,11.5,0.69,5.52
439,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)/C=C(\C(=O)O)/C#N)c1nc(c([nH]1)c1ccccc1)c1ccccc1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.synthmet.2016.08.011,phenothiazine,406.0,,700.0,10.58,0.66,4.87
441,CCCCC(COc1c2c3sc(cc3sc2c2c(c1OCC(CCCC)CC)c1sc(cc1s2)/C=C(\C(=O)O)/C#N)c1ccc2c(c1)n(CC(CCCC)CC)c1c2cc(cc1)c1sc2c(c1)sc1c2c(OCC(CCCC)CC)c(OCC(CCCC)CC)c2c1sc1c2sc(c1)/C=C(\C(=O)O)/C#N)CC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.orgel.2016.12.044,carbazole,467.0,,680.0,12.23,0.64,5.34
442,CCCCC(CN1c2ccc(cc2Sc2c1ccc(c2)/C=C\C(=O)O)/C=C/C1=C/C(=C\2/C(=O)c3c(C2=C(C#N)C#N)cccc3)/C=C(O1)/C=C\c1ccc2c(c1)Sc1c(N2CC(CCCC)CC)ccc(c1)/C=C/C(=O)O)CC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2016.06.024,phenothiazine,581.0,,473.0,0.379,0.65,0.12
443,N#C/C(=C\c1ccc2c(c1)Sc1c(N2CCCCCCCCN2c3ccccc3Sc3c2ccc(c3)/C=C(/C(=O)O)\C#N)cccc1)/C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2016.05.035,phenothiazine,402.0,,695.0,8.713,0.68,4.0
444,CCCCN1c2ccc(cc2Sc2c1cccc2)c1ccc(s1)c1cc2c(s1)c1c(n2c2ccc3c(c2)C(CCCC)(CCCC)c2c3cccc2)cc(s1)/C=C(\C(=O)O)/C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.orgel.2015.07.019,phenothiazine,493.0,,694.4,10.88,0.65,4.87
445,CCCCCC1=C2C(=C(C(=[N+]2[B-](n2c1c(C)c(c2C)c1ccc(o1)/C=C(/C(=O)O)\C#N)(F)F)C)c1ccc(cc1)N(c1ccccc1)c1ccccc1)C,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2017.02.017,"phenoxazine,bodipy",556.0,,546.0,10.91,0.61,3.61
446,CCCCCCOc1cc(OCCCCCC)ccc1n1c2cc(sc2c2c1ccs2)c1ccc2c(c1)Sc1c(N2CCCCCC)ccc(c1)/C=C(/C(=O)O)\C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.solener.2017.08.012,phenothiazine,483.0,,670.0,13.0,0.66,5.75
447,CCCCCCOc1cc(OCCCCCC)ccc1n1c2cc(sc2c2c1cc(s2)/C=C(/C(=O)O)\C#N)c1ccc2c(c1)Sc1c(N2CCCCCC)cccc1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.solener.2017.08.012,phenothiazine,513.0,,720.0,15.5,0.69,7.7
448,CCCCCCCCCCCCN1c2ccc(cc2Sc2c1cccc2)c1ccc(c2c1nn(n2)CCCCCCCC)c1ccc2c(c1)Sc1c(N2CCCCCCCCCCCC)ccc(c1)/C=C(/C(=O)O)\C#N,Iodide_Triiodide,TiO2,AM 1.5G,10.1002/cplu.201600492,phenothiazine,474.0,613.0,780.0,12.8,0.68,7.0
449,CCCCCCCCCCCCN1c2ccc(cc2Sc2c1cccc2)c1cccc(n1)c1ccc2c(c1)Sc1c(N2CCCCCCCCCCCC)ccc(c1)/C=C(/C(=O)O)\C#N,Iodide_Triiodide,TiO2,AM 1.5G,10.1002/cplu.201600492,phenothiazine,472.0,663.0,820.0,11.57,0.6826,6.7
450,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)/C=C(/C(=O)O)\C#N)c1ccc2c(c1)C(=[N+]1C2Cc2n([B-]1(F)F)c(c1c2cccc1)c1ccccc1OC)c1ccccc1OC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1039/c7nj01735a,"phenothiazine,bodipy",638.0,668.0,720.0,19.09,0.56,7.69
452,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)/C=C(/C(=O)O)\C#N)C#Cc1ccc2c3c1ccc1c3c(cc2)ccc1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1039/c7ta01744h,phenothiazine,438.0,,820.0,11.3,0.56,5.24
453,CCCCCCCCN1c2ccc(cc2Sc2c1ccc(c2)/C=C(/C(=O)O)\C#N)C#Cc1ccc2c3c1ccc1c3c(cc2)ccc1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1039/c7ta01744h,phenothiazine,438.0,,879.0,13.7,0.62,7.45
454,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)/C=C\1/SC(=S)N(C1=O)CC(=O)O)C#Cc1ccc2c3c1ccc1c3c(cc2)ccc1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1039/c7ta01744h,phenothiazine,475.0,,747.0,6.9,0.5,2.57
455,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)C=C(C#N)C#N)C#Cc1ccc2c3c1ccc1c3c(cc2)ccc1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1039/c7ta01744h,phenothiazine,471.0,,653.0,2.5,0.43,0.7
456,CCCCCCCCN1c2ccc(cc2Sc2c1ccc(c2)C=C(C#N)C#N)C#Cc1ccc2c3c1ccc1c3c(cc2)ccc1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1039/c7ta01744h,phenothiazine,471.0,,700.0,2.5,0.61,1.06
459,CCCCCCc1cc(sc1c1sc(c(c1)CCCCCC)c1sc(c(c1)CCCCCC)/C=C(/P(=O)(O)O)\C#N)c1sc(cc1CCCCCC)c1ccc2c(c1)c1ccccc1n2CC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.electacta.2013.12.013,carbazole,,,1156.0,6.9,0.64,3.4
462,CCCCn1c2ccc(cc2c2c1ccc(c2)/C=C(/C(=O)O)\C#N)/C=C(/C(=O)O)\C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.jphotochem.2014.09.007,carbazole,398.0,,760.0,3.07,0.74,1.54
463,CCCCn1c2ccc(cc2c2c1ccc(c2)N(c1ccc(cc1)OC)c1ccccc1)N(c1ccc(cc1)/C=C(\C(=O)O)/C#N)c1ccc(cc1)OC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.jphotochem.2014.09.007,carbazole,424.0,,710.0,5.04,0.72,2.54
464,CCCCn1c2ccc(cc2c2c1ccc(c2)N(c1ccc(cc1)/C=C(\C(=O)O)/C#N)c1ccc(cc1)OC)N(c1ccc(cc1)/C=C(\C(=O)O)/C#N)c1ccc(cc1)OC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.jphotochem.2014.09.007,carbazole,406.0,,770.0,7.2,0.68,3.23
465,N#CC(=Cc1ccc(cc1)C#Cc1ccc(cc1)n1c2ccccc2c2c1cccc2)C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.synthmet.2010.11.004,carbazole,375.0,548.0,770.0,1.712,0.6409999999999999,0.695
466,CCCCC(COc1c2c3sc(cc3sc2c2c(c1OCC(CCCC)CC)c1sc(cc1s2)/C=C(\C(=O)O)/C#N)c1ccc2c(c1)c1ccccc1n2CC(CCCC)CC)CC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.orgel.2016.12.044,carbazole,464.0,,700.0,10.29,0.68,4.87
467,N#C/C(=C\c1ccc(s1)c1ccc(s1)c1ccc2c(c1)C(CC)(CC)c1c2ccc(c1)N(c1ccc2c(c1)C(CC)(CC)c1c2ccc(c1)c1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc2c(c1)c1ccc(cc1n2CC)c1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N)/C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1002/ajoc.201402073,"carbazole, triphenylamine",506.0,,512.0,3.72,0.626,1.21
468,N#C/C(=C\c1ccc(s1)c1ccc2c(c1)C(CC)(CC)c1c2ccc(c1)N(c1ccc2c(c1)C(CC)(CC)c1c2cccc1)c1ccc2c(c1)c1ccccc1n2CC)/C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1002/ajoc.201402073,"carbazole, triphenylamine",474.0,,650.0,8.3,0.691,3.73
469,CCCCCCCCCCCCn1c2ccc(cc2c2c1ccc(c2)c1ccc(s1)/C=C(/C(=O)O)\C#N)n1c2ccc(cc2c2c1ccc(c2)C(C)(C)C)C(C)(C)C,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1002/ejoc.201300373,carbazole,433.0,,635.0,7.35,0.67,3.64
470,CCCCCCCCCCCCn1c2ccc(cc2c2c1ccc(c2)n1c2ccc(cc2c2c1ccc(c2)C(C)(C)C)C(C)(C)C)c1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1002/ejoc.201300373,carbazole,457.0,,666.0,9.7,0.68,4.8
471,CCCCCCCCCCCCn1c2ccc(cc2c2c1ccc(c2)n1c2ccc(cc2c2c1ccc(c2)C(C)(C)C)C(C)(C)C)c1ccc(s1)c1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1002/ejoc.201300373,carbazole,443.0,,601.0,11.31,0.71,5.69
472,CCCCCCCCCCCCn1c2ccc(cc2c2c1ccc(c2)n1c2ccc(cc2c2c1ccc(c2)C(C)(C)C)C(C)(C)C)c1ccc(s1)c1ccc(s1)c1ccc(cc1)/C=C(/C(=O)O)\C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1002/ejoc.201300373,carbazole,416.0,,612.0,9.94,0.69,4.82
473,N#C/C(=C/c1ccc(s1)c1ccc(s1)c1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)n1c2ccc(cc2c2c1ccc(c2)C(C)(C)C)C(C)(C)C)c1ccc(cc1)n1c2ccc(cc2c2c1ccc(c2)C(C)(C)C)C(C)(C)C)/C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1002/ejoc.201300373,carbazole,487.0,,750.0,9.98,0.67,4.62
474,CCCCCCc1cc(sc1c1ccc(s1)c1ccc2c(c1)c1ccccc1n2CC)c1sc(c(c1)CCCCCC)c1ccc(s1)/C=C(/C(=O)O)\C#N,Iodide_Triiodide,TiO2,AM 1.5G,10.1021/cm8003276,"carbazole,hexylthiophene",474.0,,740.0,5.72,0.48,2.03
475,CCCCn1c2cc(ccc2c2c1cc(cc2)N(c1ccc2c(c1)C(CCC)(CCC)c1c2cccc1)c1ccccc1)c1ccc(s1)/C=C(/C(=O)O)\C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2015.07.034,"fluorene, carbazole",483.0,575.0,562.0,8.25,0.64,2.98
476,CCCCn1c2cc(ccc2c2c1cc(cc2)N(c1ccc2c(c1)C(CC)(CC)c1c2cccc1)c1ccc2c(c1)C(CC)(CC)c1c2cccc1)c1ccc(s1)/C=C(/C(=O)O)\C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2015.07.034,"fluorene, carbazole",497.0,581.0,666.0,15.6,0.62,6.44
477,CCCCn1c2cc(ccc2c2c1cc(cc2)c1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N)N(c1ccc2c(c1)C(CCC)(CCC)c1c2cccc1)c1ccccc1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2015.07.034,"fluorene, carbazole",490.0,577.0,616.0,16.2,0.61,6.1
478,CCCCn1c2cc(ccc2c2c1cc(cc2)c1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N)N(c1ccc2c(c1)C(CC)(CC)c1c2cccc1)c1ccc2c(c1)C(CC)(CC)c1c2cccc1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2015.07.034,"fluorene, carbazole",497.0,578.0,630.0,12.5,0.61,4.77
479,CCCCCCc1cc(sc1c1sc(c(c1)CCCCCC)/C=C(\C(=O)O)/C#N)c1sc(cc1CCCCCC)c1ccc2c(c1)c1ccccc1n2CC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1143/jjap.51.10ne14,carbazole,480.0,,760.0,7.09,0.71,3.9
480,COCCCCc1cc(sc1c1sc(c(c1)CCCCOC)c1sc(c(c1)CCCCOC)/C=C(/C(=O)O)\C#N)c1sc(cc1CCCCOC)c1ccc2c(c1)c1ccccc1n2CC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1143/jjap.51.10ne14,carbazole,469.0,,710.0,5.65,0.72,2.9
481,CCCCCCc1cc(sc1c1sc(c(c1)CCCCCC)/C=C(/C(=O)O)\C#N)c1sc(cc1CCCCOC)c1sc(cc1CCCCOC)c1ccc2c(c1)c1ccccc1n2CC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1143/jjap.51.10ne14,carbazole,485.0,,770.0,7.11,0.73,4.0
483,N#CC(=Cc1ccc(s1)C#Cc1ccc(cc1)n1c2ccccc2c2c1cccc2)C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.synthmet.2010.11.004,carbazole,409.0,555.0,555.0,2.186,0.626,0.8190000000000001
484,CCCCn1c2cc(ccc2c2c1cc(cc2)N(c1ccccc1)c1ccccc1)c1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.tetlet.2013.05.069,carbazole,489.0,579.0,630.0,18.1,0.6,6.83
485,CCCCn1c2cc(ccc2c2c1cc(cc2)N(c1ccccc1)c1ccccc1)c1ccc(s1)/C=C(/C(=O)O)\C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.tetlet.2013.05.069,carbazole,472.0,572.0,660.0,15.3,0.6,6.05
486,N#C/C(=C/c1cn(c2c1cccc2)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.synthmet.2015.10.024,triphenylamine,375.0,,680.0,4.39,0.71,2.15
487,N#CC(=Cc1ccc2c(c1)c1ccccc1n2CC)C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.3390/ijms11010329,carbazole,385.0,504.0,595.0,5.76,0.71,2.43
488,CCCCCCn1c2ccc(cc2c2c1cccc2)n1cc(c2c1cccc2)/C=C(/C(=O)O)\C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.synthmet.2015.10.024,"carbazole, indole",389.0,,670.0,4.18,0.74,2.09
513,CCCCCCc1cc(sc1c1ccc(s1)c1ccc(s1)c1sc(cc1CCCCCC)/C=C(/C(=O)O)\C#N)c1ccc2c(c1)c1ccccc1n2CC,Iodide_Triiodide,TiO2,AM 1.5G,10.1021/cm8003276,"carbazole,hexylthiophene",473.0,,670.0,10.16,0.64,4.36
490,CCCCCCCCn1c2ccc(cc2c2c1cc1c3ccccc3n(c1c2)CCCCCCCC)c1sc(c(c1)CCCCCC)c1sc(c(c1)CCCCCC)c1sc(c(c1)CCCCCC)/C=C(/C(=O)O)\C#N,Iodide_Triiodide,TiO2,AM 1.5G,10.1021/jp808536v,indolocarbazole,501.0,,700.0,15.5,0.62,6.7
491,CCCCCCCCn1c2ccc(cc2c2c1cc1c3ccccc3n(c1c2)CCCCCCCC)c1sc(c(c1)CCCCCC)c1sc(c(c1)CCCCCC)C=C(C(=O)O)C#N,Iodide_Triiodide,TiO2,AM 1.5G,10.1021/jp808536v,indolocarbazole,492.0,,710.0,15.4,0.67,7.3
493,CCCCCCCCc1cc(sc1c1ccc(s1)c1sc(cc1CCCCCCCC)/C=C(\C(=O)O)/C#N)c1ccc2c(c1)c1nc3ccccc3nc1n2CC(CCCC)CC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.jpowsour.2015.01.148,quinoxaline,480.0,,708.0,16.0,0.67,7.62
494,CCCCC(Cn1c2ccc(cc2c2c1ccc(c2)c1ccc(s1)/C=C(\C(=O)O)/C#N)c1ccc2c(c1)c1nc3ccccc3nc1n2CC(CCCC)CC)CC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.jpowsour.2015.01.148,"quinoxaline,carbazole",465.0,,701.0,14.8,0.63,6.48
495,CCCCC(Cn1c2ccc(cc2c2c1ccc(c2)c1ccc(o1)/C=C(\C(=O)O)/C#N)c1ccc2c(c1)c1nc3ccccc3nc1n2CC(CCCC)CC)CC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.jpowsour.2015.01.148,"quinoxaline,carbazole",455.0,,742.0,14.1,0.67,7.03
497,CCCCCCn1c2ccc(cc2c2c1ccc(c2)C=C1SC(=S)N(C1=O)CC(=O)O)C=C1SC(=S)N(C1=O)CC(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1590/s0103-50532011000400023,carbazole,450.0,521.0,589.0,7.61,0.63,2.81
502,CCCCC(Cn1nc2c(n1)c1cc(sc1c1c2cc(s1)c1ccc2c(c1)n(CC(CCCC)CC)c1c2cccc1)c1ccc(s1)/C=C(\C(=O)O)/C#N)CC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1039/c6ta02275h,carbazole,,,712.0,11.43,0.73,7.52
505,CCCCOCc1cc(sc1c1sc(c(c1)CCCCCC)c1sc(c(c1)CCCCCC)/C=C(/C(=O)O)\C#N)c1sc(cc1COCCCC)c1ccc2c(c1)c1ccccc1n2CC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1143/jjap.51.10ne14,carbazole,477.0,,770.0,7.06,0.74,4.0
506,CCCCn1c2cc(ccc2c2c1cc(cc2)/C=C(/C(=O)O)\C#N)n1c2ccccc2c2c1cccc2,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1021/am404948w,carbazole,387.0,,555.0,2.79,0.64,0.99
507,CCCCn1c2cc(ccc2c2c1cc(cc2)n1c2ccccc2c2c1cccc2)c1ccc(s1)/C=C(/C(=O)O)\C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1021/am404948w,carbazole,440.0,,635.0,9.98,0.66,4.22
508,CCCCn1c2cc(ccc2c2c1cc(cc2)n1c2ccc(cc2c2c1ccc(c2)C(C)(C)C)C(C)(C)C)c1ccc(s1)/C=C(/C(=O)O)\C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1021/am404948w,carbazole,443.0,,666.0,11.22,0.66,4.95
509,CCCCn1c2cc(ccc2c2c1cc(cc2)n1c2ccccc2c2c1cccc2)c1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1021/am404948w,carbazole,476.0,,601.0,15.78,0.64,6.04
510,CCCCn1c2cc(ccc2c2c1cc(cc2)n1c2ccc(cc2c2c1ccc(c2)C(C)(C)C)C(C)(C)C)c1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1021/am404948w,carbazole,478.0,,612.0,14.0,0.64,5.48
511,CCCCCCc1cc(sc1c1sc(c(c1)CCCCCC)/C=C(/C(=O)O)\C#N)c1sc(cc1CCCCCC)c1ccc2c(c1)c1ccccc1n2CC,Iodide_Triiodide,TiO2,AM 1.5G,10.1021/cm8003276,"carbazole,hexylthiophene",480.0,,750.0,9.9,0.67,4.97
514,CCCCCCc1cc(sc1c1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1sc(cc1CCCCCC)c1ccc2c(c1)c1ccccc1n2CC,Iodide_Triiodide,TiO2,AM 1.5G,10.1021/cm8003276,"carbazole,hexylthiophene",478.0,,740.0,10.41,0.46,3.54
515,CCCCCCc1cc(sc1c1sc(c(c1)CCCCCC)c1sc(c(c1)CCCCCC)c1sc(c(c1)CCCCCC)C=C(C(=O)O)C#N)c1sc(cc1CCCCCC)c1sc(cc1CCCCCC)c1ccc2c(c1)c1ccccc1n2CC,Iodide_Triiodide,TiO2,AM 1.5G,10.1021/cm8003276,"carbazole,hexylthiophene",471.0,,700.0,11.38,0.6,4.78
518,CCCCCCc1cc(sc1c1sc(c(c1)CCCCCC)c1ccc2c(c1)c1ccccc1n2CC)c1sc(cc1CCCCCC)c1sc(cc1CCCCCC)/C=C(\C(=O)O)/C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1021/ja0645640,carbazole,473.0,,740.0,14.0,0.74,7.7
519,N#C/C(=C/c1ccc(s1)c1ccc(s1)c1ccc(s1)c1ccc2c(c1)c1ccccc1n2CC)/C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1021/ja0645640,carbazole,443.0,,630.0,10.8,0.71,4.8
