,Energy,BIT8151720,BIT18475850,BIT22127076,BIT35877664,BIT39553675,BIT67883118,BIT98575424,BIT160201318,BIT165768516,BIT190396141,BIT193812488,BIT193905305,BIT195174094,BIT204573484,BIT206555680,BIT254979621,BIT296979728,BIT327764410,BIT331244919,BIT354151221,BIT363661339,BIT381524754,BIT391623067,BIT391926730,BIT433091012,BIT434273302,BIT470422459,BIT479462217,BIT492253282,BIT493703678,BIT498915449,BIT539844994,BIT564412112,BIT608558994,BIT613285849,BIT625837065,BIT643812180,BIT699060252,BIT709069158,BIT714933578,BIT763954459,BIT771407161,BIT772254156,BIT777260172,BIT783344587,BIT861898111,BIT880670941,BIT942263248,BIT1039658456,BIT1096928069,BIT1112393919,BIT1138498876,BIT1141917637,BIT1176326933,BIT1207980612,BIT1217230729,BIT1227329179,BIT1242263589,BIT1268578469,BIT1292054050,BIT1325916890,BIT1361749871,BIT1365907629,BIT1395138066,BIT1409095359,BIT1435137741,BIT1485195517,BIT1565499807,BIT1569019336,BIT1579686657,BIT1618159230,BIT1638686344,BIT1646772173,BIT1647720754,BIT1649273143,BIT1673480675,BIT1676357821,BIT1693287139,BIT1707602695,BIT1721700199,BIT1764179822,BIT1771412232,BIT1779254644,BIT1790862401,BIT1851359879,BIT1860328836,BIT1861445932,BIT1861515858,BIT1901912998,BIT1968184599,BIT2018597219,BIT2019228159,BIT2062551857,BIT2082768527,BIT2105264388,BIT2111822250,BIT2148797992,BIT2152036900,BIT2154706750,BIT2210528107,BIT2231458093,BIT2235875924,BIT2240459001,BIT2268786704,BIT2274798181,BIT2284949991,BIT2285652680,BIT2307784605,BIT2308143090,BIT2342500853,BIT2352890838,BIT2377994081,BIT2481793680,BIT2486873336,BIT2501781659,BIT2561129186,BIT2565421464,BIT2566997210,BIT2569907861,BIT2629958465,BIT2640778384,BIT2641509805,BIT2651616882,BIT2705183087,BIT2727252873,BIT2761467553,BIT2782797977,BIT2811697294,BIT2816639212,BIT2822953177,BIT2826217777,BIT2829895235,BIT2851403106,BIT2861919460,BIT2863895727,BIT2869847624,BIT2871612728,BIT2871735398,BIT2900457620,BIT2911417036,BIT2943139145,BIT2974052958,BIT2987213973,BIT2988692243,BIT3002336202,BIT3036014574,BIT3052718679,BIT3074702486,BIT3077336290,BIT3092527135,BIT3112929488,BIT3135501776,BIT3140359126,BIT3143403067,BIT3180641768,BIT3240599655,BIT3243814584,BIT3246671731,BIT3249097648,BIT3286342642,BIT3315517054,BIT3340903069,BIT3369323179,BIT3386109154,BIT3404043678,BIT3405911371,BIT3477453340,BIT3485465422,BIT3508942242,BIT3511428510,BIT3543821537,BIT3562312874,BIT3562829857,BIT3609391398,BIT3613987573,BIT3653128271,BIT3661392088,BIT3677280923,BIT3683604830,BIT3694307783,BIT3696768978,BIT3704428619,BIT3705774485,BIT3725355002,BIT3727990652,BIT3740368654,BIT3791019275,BIT3866884175,BIT3967062985,BIT3975214870,BIT3991753262,BIT4030205765,BIT4037040228,BIT4043098439,BIT4155789727,BIT4165710193,BIT4188580987,BIT4216389085,BIT4257993391,BIT4271161317,SMILES,Electrolyte,Semiconductor,Solar simulator,Article DOI,Molecule keywords,Molecule spectrum absorption maxima,Molecule spectrum emission maxima,VOC,JSC,FF,PCE
1192,50.0167,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,CCCCCCCCCCCCOc1cc(C#Cc2ccc(cc2)N(c2ccccc2)c2ccccc2)c(cc1C#Cc1ccc(cc1)C(=O)O)OCCCCCCCCCCCC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1021/jp8108573,triphenylamine,393.0,471.0,790.0,6.64,0.59,3.06
1193,40.9017,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,N#CC(=Cc1ccc(cc1)C#Cc1ccc(cc1)N(c1ccccc1)c1ccccc1)C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1021/jp8108573,triphenylamine,399.0,579.0,710.0,8.56,0.47,2.89
1194,33.3943,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,OC(=O)c1ccc(cc1)C#Cc1ccc(cc1)N(c1ccccc1)c1ccccc1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1021/jp8108573,triphenylamine,367.0,458.0,700.0,4.62,0.62,2.0
1199,71.7747,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,N#C/C(=C\c1cc2c(s1)c1c(s2)cc(s1)/C=C/c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1021/jp800953s,triphenylamine,472.0,640.0,570.0,7.3,0.65,2.76
1200,72.1334,0,0,1,0,1,0,1,0,1,1,0,1,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,1,0,1,0,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,CCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCC)c1ccc(cc1)c1ccc2c(c1)C1(OCCO1)C1(c3c2ccc(c3)c2ccc(s2)/C=C(/C(=O)O)\C#N)OCCO1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1021/jp400011w,triphenylamine,418.0,,697.0,8.5,75.9,4.5
1201,37.901,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,N#C/C(=C/c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2008.10.012,triphenylamine,432.0,568.0,601.0,7.84,0.73,3.4
1202,40.9654,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,N#C/C(=C/c1ccc(s1)c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2008.10.012,triphenylamine,455.0,,600.0,8.79,0.76,4.02
1203,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CCCCCCCCc1ccc(cc1)C1(c2ccc(cc2)CCCCCCCC)c2cc3c4cc5Cc6c(c5cc4C(c3cc2c2c1cc1c3ccc(cc3C(c1c2)(CCCCCCCC)CCCCCCCC)N(c1ccc(cc1)N(C)C)c1ccc(cc1)N(C)C)(c1ccc(cc1)CCCCCCCC)c1ccc(cc1)CCCCCCCC)ccc(c6)/C=C(/C(=O)O)\C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1021/cm703459p,triphenylamine,444.0,,478.0,5.14,0.43,1.1
1204,65.8294,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,N#CC(=Cc1sc(c(c1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2008.10.012,triphenylamine,430.0,570.0,678.0,7.5,0.75,3.77
1205,69.9271,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,N#CC(=Cc1ccc(s1)c1sc(c(c1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2008.10.012,triphenylamine,443.0,572.0,669.0,9.88,0.74,4.88
1206,70.614,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,N#CC(=Cc1ccc(s1)c1ccc(s1)c1sc(c(c1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2008.10.012,triphenylamine,456.0,570.0,610.0,8.66,0.76,4.01
1208,56.3647,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,OC(=O)C(=Cc1ccc(cc1)/C=C/c1ccc(cc1)N(c1ccccc1)c1ccccc1)C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2013.10.045,triphenylamine,425.0,562.0,700.0,6.42,0.74,3.33
1209,54.4859,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,CCOC(=O)/C(=C\c1ccc(cc1)/C=C/c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2013.10.045,triphenylamine,414.0,550.0,720.0,4.67,0.72,2.43
1210,33.3688,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,N#C/C(=C\c1ccc(cc1)/C=C/c1ccc(cc1)N(c1ccccc1)c1ccccc1)/S(=O)(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2013.10.045,triphenylamine,422.0,548.0,620.0,3.78,0.63,1.49
1211,44.5662,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,O/N=C/C(=C/c1ccc(cc1)/C=C/c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2013.10.045,triphenylamine,426.0,575.0,640.0,1.04,0.65,0.44
1212,113.251,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,CCCCCCCCN1c2cc(ccc2/C(=C\2/c3ccc(cc3N(C2=O)CCCCCCCC)c2ccc(s2)/C=C(\C(=O)O)/C#N)/C1=O)c1ccc(cc1)N(c1ccccc1)c1ccccc1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1021/am300925e,triphenylamine,563.0,,559.0,9.89,0.64,3.52
1213,108.55,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,CCCCCCCCN1c2cc(ccc2/C(=C\2/c3ccc(cc3N(C2=O)CCCCCCCC)c2ccc(o2)/C=C(\C(=O)O)/C#N)/C1=O)c1ccc(cc1)N(c1ccccc1)c1ccccc1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1021/am300925e,triphenylamine,571.0,,513.0,12.24,0.62,3.92
1214,115.355,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,CCCCCCCCN1c2cc(ccc2/C(=C\2/c3ccc(cc3N(C2=O)CCCCCCCC)c2ccc(cc2)/C=C(/C(=O)O)\C#N)/C1=O)c1ccc(cc1)N(c1ccccc1)c1ccccc1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1021/am300925e,triphenylamine,537.0,,596.0,8.72,0.64,3.33
1215,119.485,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,CCCCCCCCN1c2cc(ccc2/C(=C/2\C(=O)N(c3c2ccc(c3)c2ccc(s2)/C=C(\C(=O)O)/C#N)CCCCCCCC)/C1=O)c1ccc(cc1)N(c1ccc(cc1)OC)c1ccc(cc1)OC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1021/am300925e,triphenylamine,584.0,,540.0,13.66,0.59,4.36
1216,114.346,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,CCCCCCCCN1c2cc(ccc2/C(=C/2\C(=O)N(c3c2ccc(c3)c2ccc(o2)/C=C(\C(=O)O)/C#N)CCCCCCCC)/C1=O)c1ccc(cc1)N(c1ccc(cc1)OC)c1ccc(cc1)OC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1021/am300925e,triphenylamine,589.0,,536.0,13.27,0.62,4.41
1217,121.046,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,CCCCCCCCN1c2cc(ccc2/C(=C/2\C(=O)N(c3c2ccc(c3)c2ccc(cc2)/C=C(/C(=O)O)\C#N)CCCCCCCC)/C1=O)c1ccc(cc1)N(c1ccc(cc1)OC)c1ccc(cc1)OC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1021/am300925e,triphenylamine,568.0,,574.0,15.5,0.6,5.35
