,#stars,#amine,#amidine,#acid,#amide,#rotor,#rtvFG,CNS,mol MW,dipole,SASA,FOSA,FISA,PISA,WPSA,volume,donorHB,accptHB,dip^2/V,ACxDN^.5/SA,glob,QPpolrz,QPlogPC16,QPlogPoct,QPlogPw,QPlogPo/w,QPlogS,CIQPlogS,QPlogHERG,QPPCaco,QPlogBB,QPPMDCK,QPlogKp,IP(eV),EA(eV),#metab,QPlogKhsa,HumanOralAbsorption,PercentHumanOralAbsorption,SAfluorine,SAamideO,PSA,#NandO,RuleOfFive,RuleOfThree,#ringatoms,#in34,#in56,#noncon,#nonHatm,Jm,SMILES,Electrolyte,Semiconductor,Solar simulator,Article DOI,Molecule keywords,Molecule spectrum absorption maxima,Molecule spectrum emission maxima,VOC,JSC,FF,PCE
495,11.0,0.0,0.0,1.0,0.0,17.0,1.0,-2.0,769.985,5.585,1284.118,587.697,172.846,523.575,0.0,2451.637,1.0,6.0,0.012721,0.0046725,0.6847483,86.045,27.492,34.034,11.171,12.207,-15.707,-15.725,-7.323,57.597,-2.919,28.769,-1.228,7.979,1.424,2.0,3.265,1.0,100.0,0.0,0.0,105.799,8.0,2.0,1.0,35.0,0.0,35.0,0.0,58.0,8.922972210142769e-12,CCCCC(Cn1c2ccc(cc2c2c1ccc(c2)c1ccc(o1)/C=C(\C(=O)O)/C#N)c1ccc2c(c1)c1nc3ccccc3nc1n2CC(CCCC)CC)CC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.jpowsour.2015.01.148,"quinoxaline,carbazole",455.0,,742.0,14.1,0.67,7.03
497,7.0,0.0,0.0,2.0,0.0,13.0,0.0,-2.0,653.8,8.872,1014.3,352.313,255.577,189.61,216.8,1858.286,2.0,9.0,0.0423585,0.0125485,0.7206763,61.678,21.343,30.121,14.191,7.304,-10.006,-10.227,-3.341,2.396,-2.969,18.129,-4.314,8.507,2.135,2.0,0.906,1.0,50.587,0.0,0.0,174.037,9.0,2.0,2.0,23.0,0.0,23.0,0.0,43.0,3.1344437569985305e-09,CCCCCCn1c2ccc(cc2c2c1ccc(c2)C=C1SC(=S)N(C1=O)CC(=O)O)C=C1SC(=S)N(C1=O)CC(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1590/s0103-50532011000400023,carbazole,450.0,521.0,589.0,7.61,0.63,2.81
502,11.0,0.0,0.0,1.0,0.0,16.0,1.0,-2.0,798.09,8.011,1248.513,556.746,185.851,409.413,96.503,2427.92,1.0,6.0,0.0264331,0.0048057,0.6997264,84.648,26.855,34.251,10.652,12.203,-15.63,-16.195,-6.536,43.358,-2.695,71.494,-1.966,8.228,2.053,3.0,3.244,1.0,100.0,0.0,0.0,104.617,7.0,2.0,1.0,33.0,0.0,33.0,0.0,56.0,2.02375413409599e-12,CCCCC(Cn1nc2c(n1)c1cc(sc1c1c2cc(s1)c1ccc2c(c1)n(CC(CCCC)CC)c1c2cccc1)c1ccc(s1)/C=C(\C(=O)O)/C#N)CC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1039/c6ta02275h,carbazole,,,712.0,11.43,0.73,7.52
505,15.0,0.0,0.0,1.0,0.0,25.0,1.0,-2.0,959.388,9.307,1692.045,1067.335,155.503,370.944,98.263,3128.48,1.0,6.9,0.027688,0.0040779,0.6113766,106.538,35.876,41.222,10.153,16.475,-22.033,-19.195,-7.782,84.113,-3.476,149.615,-0.678,8.003,1.856,10.0,4.624,1.0,100.0,0.0,0.0,90.444,6.0,2.0,2.0,33.0,0.0,33.0,0.0,66.0,1.86458181910177e-17,CCCCOCc1cc(sc1c1sc(c(c1)CCCCCC)c1sc(c(c1)CCCCCC)/C=C(/C(=O)O)\C#N)c1sc(cc1COCCCC)c1ccc2c(c1)c1ccccc1n2CC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1143/jjap.51.10ne14,carbazole,477.0,,770.0,7.06,0.74,4.0
506,5.0,0.0,0.0,1.0,0.0,7.0,1.0,-2.0,483.568,4.34,845.477,185.488,164.452,495.537,0.0,1535.925,1.0,3.5,0.0122637,0.0041397,0.7614532,55.551,17.632,22.451,9.611,7.453,-10.279,-10.249,-5.948,69.184,-1.749,35.073,-2.133,8.082,1.525,0.0,1.677,1.0,90.556,0.0,0.0,79.503,5.0,1.0,1.0,26.0,0.0,26.0,0.0,37.0,1.87420247816954e-07,CCCCn1c2cc(ccc2c2c1cc(cc2)/C=C(/C(=O)O)\C#N)n1c2ccccc2c2c1cccc2,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1021/am404948w,carbazole,387.0,,555.0,2.79,0.64,0.99
507,7.0,0.0,0.0,1.0,0.0,7.0,1.0,-2.0,565.688,3.174,931.397,183.096,164.464,556.276,27.56,1717.588,1.0,3.5,0.0058669,0.0037578,0.744691,63.402,20.1,25.313,10.241,8.797,-11.989,-12.267,-6.509,69.164,-1.768,49.638,-1.919,8.056,1.921,1.0,2.188,1.0,85.467,0.0,0.0,78.848,5.0,2.0,1.0,31.0,0.0,31.0,0.0,42.0,6.9907490007387705e-09,CCCCn1c2cc(ccc2c2c1cc(cc2)n1c2ccccc2c2c1cccc2)c1ccc(s1)/C=C(/C(=O)O)\C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1021/am404948w,carbazole,440.0,,635.0,9.98,0.66,4.22
508,9.0,0.0,0.0,1.0,0.0,9.0,1.0,-2.0,677.903,6.351,1133.085,567.256,165.945,367.021,32.862,2148.221,1.0,3.5,0.0187786,0.0030889,0.7105946,77.544,23.253,30.029,9.01,11.365,-15.442,-14.625,-6.158,66.964,-2.089,51.248,-2.421,7.959,1.914,2.0,3.324,1.0,100.0,0.0,0.0,78.705,5.0,2.0,1.0,31.0,0.0,31.0,0.0,50.0,9.30070594550106e-13,CCCCn1c2cc(ccc2c2c1cc(cc2)n1c2ccc(cc2c2c1ccc(c2)C(C)(C)C)C(C)(C)C)c1ccc(s1)/C=C(/C(=O)O)\C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1021/am404948w,carbazole,443.0,,666.0,11.22,0.66,4.95
509,9.0,0.0,0.0,1.0,0.0,7.0,1.0,-2.0,647.808,2.665,1056.981,188.844,164.514,643.438,60.186,1942.952,1.0,3.5,0.0036556,0.0033113,0.7124252,73.253,23.488,28.898,11.148,10.474,-14.467,-14.291,-7.446,69.09,-1.872,74.822,-1.613,8.021,2.006,2.0,2.823,1.0,95.276,0.0,0.0,79.185,5.0,2.0,1.0,36.0,0.0,36.0,0.0,47.0,5.3966742648013294e-11,CCCCn1c2cc(ccc2c2c1cc(cc2)n1c2ccccc2c2c1cccc2)c1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1021/am404948w,carbazole,476.0,,601.0,15.78,0.64,6.04
510,10.0,0.0,0.0,1.0,0.0,9.0,1.0,-2.0,760.022,3.251,1218.432,554.251,164.437,438.845,60.899,2337.618,1.0,3.5,0.0045207,0.0028725,0.6991112,85.81,25.884,32.961,9.703,12.793,-17.16,-16.655,-6.686,69.206,-2.072,75.635,-2.14,7.918,2.013,3.0,3.864,1.0,100.0,0.0,0.0,78.837,5.0,2.0,1.0,36.0,0.0,36.0,0.0,55.0,3.81143325027916e-14,CCCCn1c2cc(ccc2c2c1cc(cc2)n1c2ccc(cc2c2c1ccc(c2)C(C)(C)C)C(C)(C)C)c1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1021/am404948w,carbazole,478.0,,612.0,14.0,0.64,5.48
511,12.0,0.0,0.0,1.0,0.0,20.0,1.0,-2.0,789.163,6.34,1323.395,754.163,161.071,328.94,79.221,2531.096,1.0,3.5,0.0158812,0.0026447,0.6787055,85.44,27.471,32.411,6.765,14.009,-17.415,-16.79,-6.492,74.485,-2.779,103.182,-1.409,8.045,1.746,6.0,3.949,1.0,100.0,0.0,0.0,77.403,4.0,2.0,1.0,28.0,0.0,28.0,0.0,55.0,1.18322141568989e-13,CCCCCCc1cc(sc1c1sc(c(c1)CCCCCC)/C=C(/C(=O)O)\C#N)c1sc(cc1CCCCCC)c1ccc2c(c1)c1ccccc1n2CC,Iodide_Triiodide,TiO2,AM 1.5G,10.1021/cm8003276,"carbazole,hexylthiophene",480.0,,750.0,9.9,0.67,4.97
514,10.0,0.0,0.0,1.0,0.0,15.0,1.0,-2.0,787.122,7.725,1223.382,510.548,164.427,434.319,114.088,2374.755,1.0,3.5,0.02513,0.0028609,0.7036372,83.4,26.444,32.511,8.379,13.232,-16.507,-17.046,-6.591,69.222,-2.275,147.979,-1.58,8.08,1.966,6.0,3.717,1.0,100.0,0.0,0.0,77.075,4.0,2.0,1.0,33.0,0.0,33.0,0.0,54.0,6.44030417880943e-13,CCCCCCc1cc(sc1c1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1sc(cc1CCCCCC)c1ccc2c(c1)c1ccccc1n2CC,Iodide_Triiodide,TiO2,AM 1.5G,10.1021/cm8003276,"carbazole,hexylthiophene",478.0,,740.0,10.41,0.46,3.54
515,15.0,0.0,0.0,1.0,0.0,35.0,1.0,-2.0,1288.004,8.371,2269.083,1551.524,156.314,426.476,134.769,4296.101,1.0,3.5,0.0163117,0.0015425,0.5632454,147.375,50.223,53.124,6.383,25.834,-33.026,-28.241,-8.825,82.637,-4.5,232.621,0.462,8.074,1.816,12.0,8.388,1.0,100.0,0.0,0.0,77.332,4.0,2.0,2.0,43.0,0.0,43.0,0.0,88.0,3.51952625822408e-27,CCCCCCc1cc(sc1c1sc(c(c1)CCCCCC)c1sc(c(c1)CCCCCC)c1sc(c(c1)CCCCCC)C=C(C(=O)O)C#N)c1sc(cc1CCCCCC)c1sc(cc1CCCCCC)c1ccc2c(c1)c1ccccc1n2CC,Iodide_Triiodide,TiO2,AM 1.5G,10.1021/cm8003276,"carbazole,hexylthiophene",471.0,,700.0,11.38,0.6,4.78
518,13.0,0.0,0.0,1.0,0.0,25.0,1.0,-2.0,955.443,9.827,1533.507,915.284,161.315,329.058,127.851,3020.874,1.0,3.5,0.0319679,0.0022823,0.6590235,101.831,32.759,38.46,6.188,17.372,-20.758,-20.602,-6.811,74.088,-3.106,189.448,-0.933,8.148,1.67,8.0,5.143,1.0,100.0,0.0,0.0,74.95,4.0,2.0,2.0,33.0,0.0,33.0,0.0,66.0,1.94393421581792e-16,CCCCCCc1cc(sc1c1sc(c(c1)CCCCCC)c1ccc2c(c1)c1ccccc1n2CC)c1sc(cc1CCCCCC)c1sc(cc1CCCCCC)/C=C(\C(=O)O)/C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1021/ja0645640,carbazole,473.0,,740.0,14.0,0.74,7.7
519,7.0,0.0,0.0,1.0,0.0,5.0,1.0,-2.0,536.68,8.8,880.962,132.111,160.59,499.002,89.258,1574.899,1.0,3.5,0.049168,0.0039729,0.7430931,58.428,18.791,24.369,10.166,8.071,-11.649,-11.479,-6.261,75.27,-1.458,118.441,-2.241,8.1,1.874,3.0,1.868,1.0,81.872,0.0,0.0,74.959,4.0,2.0,1.0,28.0,0.0,28.0,0.0,37.0,6.902140432135271e-09,N#C/C(=C/c1ccc(s1)c1ccc(s1)c1ccc(s1)c1ccc2c(c1)c1ccccc1n2CC)/C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1021/ja0645640,carbazole,443.0,,630.0,10.8,0.71,4.8
523,10.0,0.0,0.0,1.0,0.0,20.0,1.0,-2.0,789.163,7.882,1298.188,735.881,161.397,303.481,97.43,2520.688,1.0,3.5,0.0246473,0.0026961,0.6899857,84.78,27.009,32.454,6.54,13.981,-17.022,-16.79,-6.188,73.955,-2.663,128.824,-1.505,8.176,1.673,6.0,3.921,1.0,100.0,0.0,0.0,74.924,4.0,2.0,1.0,28.0,0.0,28.0,0.0,55.0,2.34708159831157e-13,CCCCCCc1cc(sc1c1sc(c(c1)CCCCCC)c1ccc2c(c1)c1ccccc1n2CC)c1sc(cc1CCCCCC)/C=C(\C(=O)O)/C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1021/ja0645640,carbazole,463.0,,710.0,11.1,0.71,5.6
525,6.0,0.0,0.0,1.0,0.0,5.0,1.0,-2.0,530.625,7.459,900.901,143.37,158.427,599.105,0.0,1656.671,1.0,3.5,0.0335789,0.003885,0.7515863,62.657,19.529,25.422,10.849,8.392,-11.629,-11.527,-6.601,78.912,-1.608,40.432,-1.849,8.053,1.213,0.0,2.101,1.0,84.12,0.0,0.0,74.836,4.0,2.0,1.0,32.0,0.0,32.0,1.0,41.0,1.76433985409682e-08,N#CC(=Cc1ccc(cc1)c1ccc2c(c1)c1ccccc1n2c1ccc2c(c1)C(C)(C)c1c2cccc1)C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.jphotochem.2016.08.033,carbazole,350.0,495.0,690.0,5.41,0.63,2.35
526,12.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,844.135,4.788,1338.87,115.426,28.769,1062.561,132.114,2490.804,0.0,2.0,0.0092027,0.0,0.6637221,101.107,31.949,36.709,11.499,16.12,-20.466,-19.489,-12.041,5285.492,0.211,10000.0,2.077,7.847,1.207,7.0,5.144,1.0,100.0,0.0,0.0,17.322,3.0,2.0,2.0,57.0,0.0,57.0,0.0,60.0,3.44788710406397e-13,CCn1c2ccc(cc2c2c1ccc(c2)c1ccc(s1)c1ccncc1)c1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)c1cccs1)c1ccc(cc1)c1cccs1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1039/c2cp42993d,carbazole,372.0,,674.0,4.2,0.66,1.88
527,11.0,0.0,0.0,1.0,0.0,14.0,1.0,-2.0,963.207,8.068,1513.886,266.567,147.647,1080.883,18.789,2936.841,1.0,4.0,0.0221655,0.0026422,0.6551271,112.711,36.618,43.299,14.042,17.156,-21.476,-22.045,-10.46,99.855,-2.528,66.092,0.911,7.902,1.322,3.0,5.248,1.0,100.0,0.0,0.0,79.205,6.0,2.0,1.0,58.0,0.0,58.0,0.0,73.0,2.6224717373332303e-15,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)C=C(C(=O)O)C#N)c1ccc(cc1)C=C(c1ccc(cc1)n1c2ccccc2c2c1cccc2)c1ccc(cc1)n1c2ccccc2c2c1cccc2,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1039/c2jm30254c,carbazole,462.0,537.0,793.0,10.76,0.64,5.51
528,12.0,0.0,0.0,1.0,0.0,14.0,1.0,-2.0,931.147,7.797,1510.512,274.422,158.009,1078.081,0.0,2884.582,1.0,3.5,0.021077,0.0023171,0.6487779,110.593,36.325,42.13,13.587,16.897,-21.56,-21.527,-10.549,79.635,-2.783,40.833,0.71,8.036,1.165,0.0,5.216,1.0,100.0,0.0,0.0,78.487,6.0,2.0,1.0,57.0,0.0,57.0,0.0,72.0,1.3172980598023701e-15,CCCCCCn1c2ccc(cc2c2c1ccc(c2)C=C(C(=O)O)C#N)c1ccc(cc1)C=C(c1ccc(cc1)n1c2ccccc2c2c1cccc2)c1ccc(cc1)n1c2ccccc2c2c1cccc2,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1039/c2jm30254c,carbazole,412.0,551.0,682.0,4.55,0.69,2.14
532,6.0,0.0,0.0,1.0,0.0,9.0,1.0,-2.0,612.742,8.08,1007.718,376.561,166.081,438.941,26.135,1871.44,1.0,5.0,0.0348832,0.0049617,0.7288025,67.154,20.894,27.531,10.673,8.97,-12.439,-12.559,-6.206,66.766,-1.999,46.929,-2.17,8.21,1.248,3.0,2.2,1.0,86.203,0.0,0.0,93.515,6.0,2.0,1.0,30.0,0.0,30.0,0.0,45.0,1.50901189516451e-09,CCCCn1c2ccc(cc2c2c1ccc(c2)/C=C(/C(=O)O)\C#N)c1sc(cc1c1ccc(cc1)OC)c1ccc(cc1)OC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1002/ejoc.201600353,carbazole,395.0,,650.0,3.3,0.67,1.44
533,7.0,0.0,0.0,1.0,0.0,8.0,1.0,-2.0,588.738,5.317,969.611,283.584,164.44,464.187,57.401,1770.711,1.0,4.25,0.0159633,0.0043832,0.7300162,64.006,20.338,25.958,10.235,8.812,-12.35,-12.314,-6.307,69.201,-1.835,72.365,-2.147,8.115,1.758,3.0,2.126,1.0,85.56,0.0,0.0,84.969,5.0,2.0,1.0,29.0,0.0,29.0,0.0,42.0,1.87358910724639e-09,CCCCn1c2ccc(cc2c2c1ccc(c2)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(s1)c1ccc(cc1)OC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1002/ejoc.201600353,carbazole,436.0,,750.0,8.59,0.71,4.57
534,3.0,0.0,0.0,1.0,0.0,8.0,1.0,-2.0,506.618,9.175,868.055,283.985,161.526,398.434,24.11,1573.612,1.0,4.25,0.0534966,0.004896,0.753731,55.49,17.515,23.284,9.512,7.365,-10.332,-10.299,-5.61,73.747,-1.755,50.936,-2.325,8.111,1.231,2.0,1.576,1.0,77.582,0.0,0.0,85.311,5.0,2.0,1.0,24.0,0.0,24.0,0.0,37.0,1.11649170027871e-07,CCCCn1c2ccc(cc2c2c1ccc(c2)/C=C(/C(=O)O)\C#N)c1ccc(s1)c1ccc(cc1)OC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1002/ejoc.201600353,carbazole,408.0,,740.0,4.7,0.73,2.52
535,4.0,0.0,0.0,1.0,0.0,9.0,1.0,-2.0,506.618,6.177,866.784,283.672,164.411,386.027,32.674,1569.481,1.0,4.25,0.0243119,0.0049032,0.7535143,54.564,17.472,22.56,9.226,7.337,-10.183,-10.299,-5.554,69.245,-1.829,53.012,-2.326,8.14,1.747,2.0,1.522,1.0,76.926,0.0,0.0,84.959,5.0,2.0,1.0,24.0,0.0,24.0,0.0,37.0,1.56970105729696e-07,CCCCn1c2ccc(cc2c2c1ccc(c2)c1ccc(cc1)OC)c1ccc(s1)/C=C(/C(=O)O)\C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1002/ejoc.201600353,carbazole,459.0,,760.0,8.47,0.7,4.54
536,1.0,0.0,0.0,1.0,0.0,9.0,1.0,-2.0,424.498,8.061,762.73,284.068,160.475,318.187,0.0,1371.908,1.0,4.25,0.0473646,0.0055721,0.7828482,46.01,14.681,19.679,8.476,5.901,-8.136,-8.295,-4.756,75.46,-1.725,38.524,-2.492,8.187,1.213,1.0,0.977,1.0,82.144,0.0,0.0,85.296,5.0,1.0,1.0,19.0,0.0,19.0,0.0,32.0,9.99919235967481e-06,CCCCn1c2ccc(cc2c2c1ccc(c2)/C=C(/C(=O)O)\C#N)c1ccc(cc1)OC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1002/ejoc.201600353,carbazole,407.0,,720.0,3.69,0.7,1.87
537,9.0,0.0,0.0,1.0,0.0,5.0,1.0,-2.0,670.802,8.883,1044.226,141.263,192.873,618.408,91.682,1938.471,1.0,5.5,0.0407084,0.0052671,0.720018,74.119,23.562,31.166,13.562,9.452,-13.836,-14.095,-7.204,37.195,-1.993,57.002,-2.416,8.079,2.249,1.0,2.444,1.0,84.479,0.0,0.0,101.129,6.0,2.0,1.0,40.0,0.0,40.0,1.0,49.0,3.7578680002736496e-11,N#CC(=Cc1ccc(s1)c1ccc(c2c1nsn2)c1ccc2c(c1)c1ccccc1n2c1ccc2c(c1)C(C)(C)c1c2cccc1)C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.jphotochem.2016.08.033,carbazole,489.0,601.0,630.0,11.27,0.61,4.35
538,9.0,0.0,0.0,1.0,0.0,5.0,1.0,-2.0,654.741,9.148,1019.99,142.066,172.952,650.105,54.867,1908.271,1.0,6.0,0.0438509,0.0058824,0.7294506,73.213,22.959,30.987,14.063,9.073,-13.016,-13.546,-7.203,57.464,-1.77,57.332,-1.937,8.087,2.18,1.0,2.25,1.0,85.642,0.0,0.0,107.191,7.0,2.0,1.0,40.0,0.0,40.0,1.0,49.0,7.29883581068642e-10,N#CC(=Cc1ccc(o1)c1ccc(c2c1nsn2)c1ccc2c(c1)c1ccccc1n2c1ccc2c(c1)C(C)(C)c1c2cccc1)C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.jphotochem.2016.08.033,carbazole,489.0,596.0,680.0,12.22,0.6,4.96
539,10.0,0.0,0.0,1.0,0.0,6.0,1.0,-2.0,664.78,8.084,1058.711,143.266,190.75,664.943,59.752,1970.046,1.0,5.5,0.033169,0.005195,0.7178576,75.185,23.974,31.305,13.667,9.602,-13.801,-14.029,-7.461,38.96,-2.119,40.063,-2.117,8.055,2.105,0.0,2.49,1.0,85.718,0.0,0.0,100.978,6.0,2.0,1.0,41.0,0.0,41.0,1.0,50.0,8.031236440620639e-11,N#CC(=Cc1ccc(cc1)c1ccc(c2c1nsn2)c1ccc2c(c1)c1ccccc1n2c1ccc2c(c1)C(C)(C)c1c2cccc1)C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.jphotochem.2016.08.033,carbazole,443.0,565.0,700.0,9.14,0.63,4.05
540,5.0,0.0,0.0,1.0,0.0,4.0,1.0,-2.0,536.647,8.998,886.044,142.957,159.964,550.355,32.767,1623.588,1.0,3.5,0.0498669,0.0039501,0.7539807,61.51,19.098,25.37,10.725,8.236,-11.66,-11.593,-6.33,76.306,-1.473,58.947,-2.145,8.11,1.611,1.0,2.051,1.0,82.948,0.0,0.0,75.086,4.0,2.0,1.0,31.0,0.0,31.0,1.0,40.0,8.41000160134232e-09,N#CC(=Cc1ccc(s1)c1ccc2c(c1)c1ccccc1n2c1ccc2c(c1)C(C)(C)c1c2cccc1)C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.jphotochem.2016.08.033,carbazole,411.0,528.0,700.0,9.26,0.63,4.14
541,5.0,0.0,0.0,1.0,0.0,4.0,1.0,-2.0,520.586,8.289,865.756,142.221,150.3,573.235,0.0,1599.511,1.0,4.0,0.0429549,0.0046202,0.7640023,60.764,18.646,25.16,11.247,7.834,-10.938,-11.049,-6.277,94.234,-1.394,48.981,-1.886,8.048,1.39,1.0,1.876,1.0,82.233,0.0,0.0,80.781,5.0,2.0,1.0,31.0,0.0,31.0,1.0,40.0,7.80605225675201e-08,N#CC(=Cc1ccc(o1)c1ccc2c(c1)c1ccccc1n2c1ccc2c(c1)C(C)(C)c1c2cccc1)C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.jphotochem.2016.08.033,carbazole,390.0,480.0,710.0,8.43,0.63,3.74
542,10.0,0.0,0.0,1.0,0.0,12.0,1.0,-2.0,630.788,8.454,1111.272,453.424,161.364,496.484,0.0,2046.724,1.0,5.5,0.0349179,0.0049493,0.7015375,72.792,23.166,29.479,11.103,9.869,-13.536,-12.784,-6.922,74.009,-2.346,37.724,-1.592,7.698,1.045,3.0,2.448,1.0,92.272,0.0,0.0,81.677,6.0,2.0,1.0,31.0,0.0,31.0,0.0,48.0,4.69884638660137e-10,N#CC(=Cc1ccc2c(c1)c1cc(ccc1n2CC)c1ccc(cc1)C=C(c1ccc(cc1)N(C)C)c1ccc(cc1)N(C)C)C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.renene.2011.03.003,carbazole,374.0,,611.0,4.5,0.68,1.9
546,13.0,0.0,0.0,2.0,0.0,15.0,2.0,-2.0,798.018,10.944,1290.428,329.376,326.336,543.097,91.619,2360.006,2.0,7.0,0.0507462,0.0076715,0.6643141,83.849,29.335,36.867,15.286,10.782,-15.927,-15.644,-5.939,0.511,-5.046,0.704,-4.181,8.17,1.919,4.0,2.601,1.0,58.938,0.0,0.0,152.315,7.0,2.0,2.0,33.0,0.0,33.0,0.0,55.0,6.23508261845863e-15,CCCCCCCCn1c2ccc(cc2c2c1ccc(c2)c1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2013.02.012,carbazole,470.0,610.0,701.0,10.52,0.68,5.01
548,8.0,0.0,0.0,2.0,0.0,15.0,2.0,-2.0,633.779,10.679,1104.256,329.399,326.994,397.141,50.723,1985.887,2.0,7.0,0.0574228,0.0089649,0.6919343,67.482,23.847,30.909,13.835,8.067,-12.35,-11.635,-4.796,0.504,-4.769,0.414,-4.707,8.338,1.822,2.0,1.571,1.0,42.931,0.0,0.0,152.133,7.0,2.0,2.0,23.0,0.0,23.0,0.0,45.0,5.56426638215628e-12,CCCCCCCCn1c2ccc(cc2c2c1ccc(c2)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(s1)/C=C(/C(=O)O)\C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2013.02.012,carbazole,453.0,559.0,712.0,9.36,0.67,4.47
550,15.0,0.0,0.0,2.0,0.0,33.0,2.0,-2.0,1092.581,12.934,1805.001,1021.554,319.915,334.804,128.728,3482.418,2.0,7.0,0.0480344,0.0054845,0.6155663,115.22,40.176,46.893,11.107,17.949,-22.691,-21.817,-5.734,0.588,-6.738,1.307,-3.068,8.248,1.746,6.0,5.0,1.0,100.0,0.0,0.0,145.961,7.0,2.0,2.0,33.0,0.0,33.0,0.0,76.0,1.9060369750150802e-20,CCCCCCCCC(n1c2ccc(cc2c2c1ccc(c2)c1sc(cc1CCCCCC)c1ccc(s1)/C=C(\C(=O)O)/C#N)c1sc(cc1CCCCCC)c1ccc(s1)/C=C(\C(=O)O)/C#N)CCCCCCCC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2011.09.012,carbazole,470.0,610.0,570.0,7.44,0.67,2.82
551,15.0,0.0,0.0,2.0,0.0,23.0,2.0,-2.0,1088.499,13.308,1742.774,622.469,311.591,644.886,163.827,3276.241,2.0,7.0,0.05406,0.0056803,0.6121266,116.352,40.901,48.206,15.228,17.168,-23.312,-22.331,-7.269,0.705,-5.965,2.478,-2.782,8.095,1.891,6.0,4.834,1.0,100.0,0.0,0.0,148.366,7.0,2.0,2.0,43.0,0.0,43.0,0.0,74.0,8.76565231936069e-21,CCCCCCCCC(n1c2ccc(cc2c2c1ccc(c2)c1ccc(s1)c1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(s1)c1ccc(s1)c1ccc(s1)/C=C(\C(=O)O)/C#N)CCCCCCCC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2011.09.012,carbazole,484.0,617.0,600.0,11.74,0.63,4.41
