,Molecule SMILE,Molecule keywords,Molecule spectrum absorption maxima,Molecule spectrum emission maxima,Molecule spectrum solvent,VOC,JSC,FF,PCE,Molecule Graph
996,COc1ccc(cc1)N(c1ccc(cc1)OC)c1ccc(cc1)c1ccc(c2c1nsn2)c1ccc(s1)C=C(C(=O)O)C#N,triphenylamine,494.0,,chloroform,646.0,15.8,0.75,7.66,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3A580>
998,N#CC(=Cc1ccc(cc1)c1cnc(c2c1nsn2)c1ccc(s1)N(c1ccccc1)c1ccccc1)C(=O)O,triphenylamine,575.0,,dichloromethane,385.0,5.76,0.55,1.23,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3A5D0>
1041,N#C/C(=C\c1ccc(s1)c1ccc2c(c1)C(CC)(CC)c1c2ccc(c1)c1nc(c(n1CC)c1ccccc1)c1ccccc1)/C(=O)O,imidazole,425.0,558.0,THF,610.0,5.78,0.68,2.42,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3A620>
1042,N#C/C(=C\c1ccc(s1)c1ccc(s1)c1ccc2c(c1)C(CC)(CC)c1c2ccc(c1)c1nc(c(n1CC)c1ccccc1)c1ccccc1)/C(=O)O,imidazole,458.0,562.0,THF,570.0,9.25,0.66,3.44,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3A670>
1043,N#C/C(=C\c1ccc(s1)c1ccc2c(c1)C(CC)(CC)c1c2c(cc(c1)c1nc(c(n1CC)c1ccccc1)c1ccccc1)c1nc(c(n1CC)c1ccccc1)c1ccccc1)/C(=O)O,imidazole,424.0,543.0,THF,600.0,4.16,0.68,1.67,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3A6C0>
1044,N#C/C(=C\c1ccc(s1)c1ccc(s1)c1ccc2c(c1)C(CC)(CC)c1c2c(cc(c1)c1nc(c(n1CC)c1ccccc1)c1ccccc1)c1nc(c(n1CC)c1ccccc1)c1ccccc1)/C(=O)O,imidazole,457.0,558.0,THF,580.0,7.13,0.67,2.75,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3A710>
1045,N#C/C(=C\c1ccc(s1)c1ccc2c(c1)C(CC)(CC)c1c2c(cc(c1)c1nc(c(n1CC)c1ccc2c(c1)C(CC)(CC)c1c2cccc1)c1ccc2c(c1)C(CC)(CC)c1c2cccc1)c1nc(c(n1CC)c1ccc2c(c1)C(CC)(CC)c1c2cccc1)c1ccc2c(c1)C(CC)(CC)c1c2cccc1)/C(=O)O,imidazole,425.0,530.0,THF,570.0,3.76,0.65,1.39,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3A760>
1046,N#C/C(=C\c1ccc(s1)c1ccc(s1)c1ccc2c(c1)C(CC)(CC)c1c2c(cc(c1)c1nc(c(n1CC)c1ccc2c(c1)C(CC)(CC)c1c2cccc1)c1ccc2c(c1)C(CC)(CC)c1c2cccc1)c1nc(c(n1CC)c1ccc2c(c1)C(CC)(CC)c1c2cccc1)c1ccc2c(c1)C(CC)(CC)c1c2cccc1)/C(=O)O,imidazole,459.0,562.0,THF,630.0,7.88,0.66,3.27,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3A7B0>
1049,N#C/C(=C\c1ccc(s1)c1ccc(cc1)c1[nH]c2c(n1)c(sc2c1ccc(cc1)C(C)(C)C)c1ccc(cc1)C(C)(C)C)/C(=O)O,imidazole,392.0,,THF,566.0,1.06,0.57,0.34,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3A800>
1050,N#C/C(=C\c1ccc(s1)c1ccc(s1)c1[nH]c2c(n1)c(sc2c1ccc(cc1)C(C)(C)C)c1ccc(cc1)C(C)(C)C)/C(=O)O,imidazole,428.0,,THF,601.0,6.93,0.64,2.67,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3A850>
1052,N#C/C(=C\c1ccc(s1)c1ccc(s1)c1ccc(s1)N(c1ccccc1)c1ccccc1)/C(=O)O,diphenylamine,468.0,,THF,580.0,10.89,0.6,3.75,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3A8A0>
1059,CCCCn1c(nc2c1c1cccc3c1c1c2cccc1cc3)c1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N,imidazole,452.0,626.0,THF,524.0,11.4,0.63,3.75,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3A8F0>
1060,CCCCn1c(nc2c1c1cccc3c1c1c2cccc1cc3)c1ccc(s1)c1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N,imidazole,464.0,624.0,THF,543.0,15.5,0.67,5.65,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3A940>
1080,N#C/C(=C\c1ccc(s1)c1ccc(cc1)c1ccc(cc1)N(c1cccc2c1cccc2)c1ccccc1)/C(=O)O,triphenylamine,422.0,,THF,660.0,14.2,0.6,5.68,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3A990>
1085,N#C/C(=C\c1ccc(cc1)c1ccc(cc1)c1[nH]c2c(n1)c(sc2c1ccc(cc1)C(C)(C)C)c1ccc(cc1)C(C)(C)C)/C(=O)O,imidazole,426.0,,THF,583.0,3.09,0.56,1.02,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3A9E0>
1086,CCCCn1c(nc2c1c(sc2c1cccs1)c1cccs1)c1ccc(cc1)c1ccc(cc1)/C=C(/C(=O)O)\C#N,imidazole,404.0,,THF,573.0,4.07,0.69,1.6,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3AA30>
1087,CCCCn1c(nc2c1c(sc2c1cccs1)c1cccs1)c1ccc(cc1)c1ccc(s1)/C=C(/C(=O)O)\C#N,imidazole,388.0,,THF,575.0,5.75,0.66,2.19,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3AA80>
1088,CCCCn1c(nc2c1c(sc2c1cccs1)c1cccs1)c1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N,imidazole,414.0,,THF,558.0,7.91,0.63,2.78,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3AAD0>
1091,CCCCCCOc1cc(OCCCCCC)ccc1n1c2cc(sc2c2c1cc(s2)C1=C2C(=CC(=[N+]2[B-](n2c1c(C)cc2C)(F)F)C)C)/C=C(/C(=O)O)\C#N,bodipy,519.0,538.0,dichloromethane,455.0,2.3,0.69,0.72,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3AB20>
1092,CCCCCCOc1ccc(c(c1)OCCCCCC)n1c2cc(sc2c2c1cc(s2)/C=C(/C(=O)O)\C#N)c1cc2c(s1)c1c(n2c2cc(OCCCCCC)cc(c2)OCCCCCC)cc(s1)C1=C2C(=CC(=[N+]2[B-](n2c1c(C)cc2C)(F)F)C)C,bodipy,517.0,533.0,dichloromethane,553.0,8.9,0.7,3.45,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3AB70>
1094,CCCCCCOc1cc(OCCCCCC)ccc1n1c2ccsc2c2c1cc(s2)/C=C(/C(=O)O)\C#N,bodipy,460.0,517.0,dichloromethane,560.0,7.5,0.7,2.94,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3ABC0>
1095,CC1=CC(=[N+]2C1=C(c1ccc(cc1)C(=O)O)c1c(C)cc(n1[B-]2(F)F)C)C,bodipy,503.0,519.0,dichloromethane,390.0,1.1,0.67,0.29,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3AC10>
1147,N#CC(=Cc1cc2c(s1)c1c(C2(CC)CC)cc(s1)c1ccc(cc1)N(c1ccc(cc1)N(C)C)c1ccc(cc1)N(C)C)C(=O)O,triphenylamine,521.0,,chloroform,584.0,12.5,0.68,4.9,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3AC60>
1150,N#C/C(=C\c1cc2c(s1)c1c(C2(CC)CC)cc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine,491.0,,chloroform,601.0,14.4,0.67,5.8,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3ACB0>
1153,N#C/C(=C\c1cc2c(s1)c1c(C2(CC)CC)cc(s1)c1sc(c2c1OCCO2)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine,519.0,,chloroform,595.0,13.4,0.68,5.4,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3AD00>
1169,N#C/C(=C\c1ccc(s1)c1ccc(c2c1sc(n2)C)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine,420.0,592.0,THF,720.0,10.63,0.77,5.85,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3AD50>
1170,N#C/C(=C\c1ccc(s1)c1ccc(c2c1nc(s2)C)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine,423.0,573.0,THF,700.0,10.04,0.77,5.43,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3ADA0>
1180,CCCCCCCCOc1cc2c3cc(sc3c3c(c2cc1OCCCCCCCC)cc(s3)CC(C(O)O)CN)c1ccc(c2c1nsn2)c1ccc(cc1)N(c1ccc(cc1)OC)c1ccc(cc1)OC,triphenylamine,526.0,,THF,658.0,15.84,0.68,7.1,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3ADF0>
1182,N#C/C(=C\c1cc(c(s1)c1sc(cc1C)c1ccc(cc1)N(c1ccccc1)c1ccccc1)C)/C(=O)O,triphenylamine,462.0,,dichloromethane,691.0,13.07,0.6829999999999999,6.21,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3AE40>
1183,CCCCCCc1cc(sc1c1sc(cc1CCCCCC)/C=C(\C(=O)O)/C#N)c1ccc(cc1)N(c1ccccc1)c1ccccc1,triphenylamine,446.0,,dichloromethane,749.0,9.43,0.722,5.07,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3AE90>
1184,CCCCCCn1c2cc(ccc2n(c1=S)CCCCCC)N(c1ccc2c(c1)n(CCCCCC)c(=S)n2CCCCCC)c1ccc(cc1)c1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N,triphenylamine,506.0,,dichloromethane,694.0,15.47,0.672,7.26,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3AEE0>
1185,CCCCCCn1c2cc(ccc2n(c1=S)CCCCCC)N(c1ccc2c(c1)n(CCCCCC)c(=S)n2CCCCCC)c1ccc(cc1)c1cc(c(s1)c1sc(cc1C)/C=C(\C(=O)O)/C#N)C,triphenylamine,466.0,,dichloromethane,731.0,13.79,0.703,7.08,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3AF30>
1186,CCCCCCc1cc(sc1c1sc(cc1CCCCCC)/C=C(\C(=O)O)/C#N)c1ccc(cc1)N(c1ccc2c(c1)n(CCCCCC)c(=S)n2CCCCCC)c1ccc2c(c1)n(CCCCCC)c(=S)n2CCCCCC,triphenylamine,458.0,,dichloromethane,744.0,9.89,0.7090000000000001,5.2,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3AF80>
1188,CCCCCCCCn1c2ccc(cc2c2c1ccc(c2)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)N(c1ccccc1)c1ccccc1,triphenylamine,442.0,,dichloromethane,741.0,11.12,0.6779999999999999,5.59,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3C030>
1190,CCCCCCCCn1c2ccc(cc2c2c1ccc(c2)c1ccc(o1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)N(c1ccccc1)c1ccccc1,triphenylamine,468.0,,dichloromethane,724.0,13.26,0.6609999999999999,6.68,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3C080>
1192,CCCCCCn1c2ccc(cc2c2c1ccc(c2)c1ccc(o1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)N(c1ccccc1)c1ccccc1,triphenylamine,468.0,,dichloromethane,737.0,12.31,0.6659999999999999,6.35,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3C0D0>
1194,N#C/C(=C\c1ccc(o1)c1ccc2c(c1)c1cc(ccc1n2CCCC(C)C)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine,468.0,,dichloromethane,722.0,12.14,0.655,6.04,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3C120>
1218,CCCCCC1(CCCCC)COc2c(OC1)c(sc2c1sc2c(n1)sc(n2)c1sc(c2c1OCC(CO2)(CCCCC)CCCCC)c1sc(c2c1OCCO2)C=C(C(=O)O)C#N)c1ccc(cc1)N(c1ccccc1)c1ccccc1,triphenylamine,548.0,636.0,THF,646.0,12.29,0.63,5.01,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3C170>
1220,CCCCCC1(CCCCC)COc2c(OC1)c(sc2c1nc2c(s1)nc(s2)c1sc(c2c1OCC(CO2)(CCCCC)CCCCC)c1ccc(s1)C=C(C(=O)O)C#N)c1ccc2c(c1)Sc1c(N2c2ccc(cc2)OC)cccc1,triphenylamine,513.0,596.0,THF,686.0,14.99,0.62,6.35,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3C1C0>
1222,CCCCCC1(CCCCC)COc2c(OC1)c(sc2c1sc2c(n1)sc(n2)c1sc(c2c1OCC(CO2)(CCCCC)CCCCC)c1ccc(s1)C=C(C(=O)O)C#N)c1ccc(cc1)N(c1ccccc1)c1ccccc1,triphenylamine,510.0,587.0,THF,671.0,13.65,0.6,5.45,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3C210>
1224,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1sc(c2c1OCC(CO2)(CCCCC)CCCCC)c1sc2c(n1)sc(n2)c1sc(c2c1OCC(CO2)(CCCCC)CCCCC)c1ccc(s1)C=C(C(=O)O)C#N,triphenylamine,518.0,601.0,THF,665.0,12.99,0.57,4.93,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3C260>
1257,CCCCCCCCn1c(=O)c2c(c1c1ccc(cn1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)c(=O)n(c2c1ccc(cn1)c1ccc(s1)C=C(C(=O)O)C#N)CCCCCCCC,triphenylamine,579.0,,THF,494.0,14.31,68.0,4.8,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3C2B0>
1268,CCCCCCc1nc(sc1c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1sc(c(n1)CCCCCC)c1ccc(s1)/C=C(/C(=O)O)\C#N,triphenylamine,457.0,,dichloromethane,810.0,11.78,0.6,5.73,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3C300>
1269,CCCCCCc1nc(sc1C#Cc1ccc(cc1)N(c1ccccc1)c1ccccc1)c1nc(c(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N)CCCCCC,triphenylamine,465.0,,dichloromethane,754.0,12.06,0.62,5.6,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3C350>
1270,N#C/C(=C\c1ccc(n1c1c(F)c(F)c(c(c1F)F)F)/C=C/c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine,493.0,,dichloromethane,730.0,12.9,0.67,6.23,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3C3A0>
1271,C=Cc1ccc(cc1)N(c1ccccc1)c1ccc(cc1)/C=C\1/SC(=S)N(C1=O)CC(=O)O,triphenylamine,461.0,602.0,methanol,563.0,18.2,0.57,5.84,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3C3F0>
1272,C=Cc1ccc(cc1)N(c1ccccc1)c1ccc(cc1)/C=C/C=C\1/SC(=S)N(C1=O)CC(=O)O,triphenylamine,474.0,640.0,methanol,456.0,4.5,0.62,1.27,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3C440>
1281,CCCCCCCCOc1ccc(cc1)c1ccc(cc1)N(c1ccc(cc1)c1ccc(c2c1nsn2)c1ccc(cc1)C(=O)O)c1ccc(cc1)c1ccc(cc1)OCCCCCCCC,triphenylamine,456.0,,THF,730.0,11.4,0.69,5.7,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3C490>
1283,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1ccc(s1)c1ccc(c2c1nc(c1ccc(s1)/C=C(\C(=O)O)/C#N)c(n2)c1ccc(s1)/C=C(\C(=O)O)/C#N)c1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)OCCCCCC,triphenylamine,528.0,,toluene,725.0,11.6,0.63,5.2,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3C4E0>
1284,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1ccc(s1)c1scc(c1)c1nc2cccc(c2nc1c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)OCCCCCC,triphenylamine,542.0,,toluene,720.0,13.2,0.65,6.1,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3C530>
1285,N#CSc1cn(c2c1cc(cc2)c1cc(c(s1)/C=C(/C(=O)O)\C#N)C)c1ccc(cc1)N(c1ccc(cc1)C)c1ccc(cc1)C,triphenylamine,426.0,606.0,chloroform,750.0,12.23,0.73,6.74,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3C580>
1286,N#C/C(=C\c1sc(cc1C)c1ccc2c(c1)ccn2c1ccc(cc1)N(c1ccc(cc1)C)c1ccc(cc1)C)/C(=O)O,triphenylamine,430.0,613.0,chloroform,760.0,9.78,0.74,5.53,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3C5D0>
1287,CCCCC(Cn1c(c2ccc(cn2)c2ccc(cc2)N(c2ccccc2)c2ccccc2)c2c(c1=O)c(n(c2=O)CC(CCCC)CC)c1ccc(cn1)c1ccc(s1)C=C(C(=O)O)C#N)CC,triphenylamine,564.0,,THF,523.0,14.72,68.0,5.26,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3C620>
1289,CCCCCCc1cc(sc1c1ccc(cc1)/C=C(/C(=O)O)\C#N)c1ccc(c2c1nsn2)c1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)c1ccc(cc1)OCC(CCCCC)CC)c1ccc(cc1)c1ccc(cc1)OCC(CCCCC)CC,triphenylamine,524.0,,THF,714.0,11.54,0.67,5.49,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3C670>
1291,CCCCCCc1nc(sc1c1ccc(cc1)N(c1ccc(cc1)OC)c1ccc(cc1)OC)c1nc(c(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N)CCCCCC,triphenylamine,460.0,,dichloromethane,745.0,10.22,0.59,4.48,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3C6C0>
1292,CCCCCCc1nc(sc1c1ccc(cc1)N(c1ccc(cc1)OC)c1ccc(cc1)OC)c1nc(c(s1)c1ccc(cc1)/C=C(/C(=O)O)\C#N)CCCCCC,triphenylamine,410.0,,dichloromethane,782.0,8.92,0.6,4.2,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3C710>
1293,CCCCCCc1nc(sc1c1ccc(cc1)N(c1ccc(cc1)OC)c1ccc(cc1)OC)c1sc(c(n1)CCCCCC)C#Cc1ccc(cc1)/C=C(/C(=O)O)\C#N,triphenylamine,426.0,,dichloromethane,790.0,10.51,0.61,5.05,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3C760>
1294,CCCCCCc1cc(sc1c1cnc(c2c1nsn2)c1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)OCCCCCC)c1ccc(s1)/C=C(/C(=O)O)\C#N,triphenylamine,554.0,,dichloromethane,665.0,6.47,0.672,2.86,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3C7B0>
1295,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1ncc(c2c1nsn2)c1sc(cc1CCCCCC)c1sc(c(c1)CCCCCC)/C=C(/C(=O)O)\C#N,triphenylamine,548.0,,dichloromethane,657.0,8.42,0.6940000000000001,3.84,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3C800>
1296,CCCCCCc1cc(sc1c1cnc(c2c1nsn2)c1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)OCCCCCC)c1ccc(cc1)/C=C(/C(=O)O)\C#N,triphenylamine,540.0,,dichloromethane,717.0,9.05,0.687,4.46,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3C850>
1297,CCCCCCc1cc(sc1c1ncc(c2c1nsn2)c1sc(cc1CCCCCC)c1ccc(cc1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)OCCCCCC,triphenylamine,563.0,,dichloromethane,749.0,12.54,0.6709999999999999,6.3,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3C8A0>
1298,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1ccc(s1)c1ncc(c2c1nsn2)c1ccc(s1)c1ccc(cc1)/C=C(/C(=O)O)\C#N,triphenylamine,591.0,,dichloromethane,650.0,3.24,0.627,1.32,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3C8F0>
1299,OC(=O)Cn1c(=O)c2ccc(c3c2c(c1=O)ccc3)c1ccc(cc1)N(c1ccccc1)c1ccccc1,triphenylamine,419.0,,Methanol-chloroform,597.0,2.51,0.73,1.1,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3C940>
1300,OC(=O)Cn1c(=O)c2ccc(c3c2c(c1=O)ccc3c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1ccc(cc1)N(c1ccccc1)c1ccccc1,triphenylamine,438.0,,Methanol-chloroform,662.0,4.62,0.74,2.27,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3C990>
1301,CCCCOc1ccc(c(c1)OCCCC)c1ccc(cc1)N(c1ccc(cc1)c1ccc(cc1OCCCC)OCCCC)c1ccc(cc1)c1ccc(s1)/C=C(/C(=O)O)\C#N,triphenylamine,500.0,658.0,dichloromethane,785.0,12.34,0.7,6.74,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3C9E0>
1302,CCCCOc1cc(OCCCC)ccc1c1ccc(cc1)N(c1ccc(cc1)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)c1ccc(s1)/C=C(/C(=O)O)\C#N,triphenylamine,504.0,646.0,dichloromethane,663.0,12.25,0.68,5.51,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3CA30>
1305,CCCCc1c(sc(c1CCCC)c1ccc(s1)c1ccc(s1)/C=C(\C(=O)O)/C#N)c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1,triphenylamine,477.0,,chloroform,765.0,14.2,0.66,7.17,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3CA80>
1308,CCCCc1c(sc(c1CCCC)c1ccc(s1)/C=C(\C(=O)O)/C#N)c1cc2c(s1)c1c(s2)cc(s1)c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1,triphenylamine,465.0,,chloroform,715.0,13.5,0.65,6.27,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3CAD0>
1311,N#C/C(=C\c1ccc(s1)c1ccc(c2c1nsn2)c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine,533.0,745.0,THF,540.0,11.9,0.59,3.81,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3CB20>
1317,CCCCCCCCn1c(=O)c2c(c1c1ccc(cn1)c1ccc(cc1)N(c1ccc(cc1)OC)c1ccc(cc1)OC)c(=O)n(c2c1ccc(cn1)c1ccc(s1)C=C(C(=O)O)C#N)CCCCCCCC,triphenylamine,588.0,,THF,425.0,16.17,67.0,4.59,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3CB70>
1326,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)C=CC(=C(C(=O)O)C#N)c1cc(OC)ccc1OC,triphenylamine,305.0,,ethanol,707.0,12.62,0.61,5.43,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3CBC0>
1327,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)C=CC(=C(C(=O)O)C#N)c1cc(OCCC)ccc1OCCC,triphenylamine,306.0,,ethanol,714.0,13.22,0.64,6.02,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3CC10>
1328,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)C=CC(=C(C(=O)O)C#N)c1cc(OCCCCCC)ccc1OCCCCCC,triphenylamine,306.0,,ethanol,745.0,12.83,0.64,6.12,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3CC60>
1330,N#CC(=Cc1cc(OC)c(cc1OC)C=Cc1ccc(cc1)N(c1ccccc1)c1ccccc1)C(=O)O,triphenylamine,,,-,697.0,20.85,0.6659999999999999,9.67,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3CCB0>
1331,N#CC(=Cc1cc(OC)c(cc1OC)C=Cc1cc(OC)c(cc1OC)N(c1ccccc1)c1ccccc1)C(=O)O,triphenylamine,302.0,,ethanol,679.0,14.89,0.701,7.09,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3CD00>
1332,N#CC(=Cc1cc(OC)c(cc1OC)C=Cc1cc(OC)c(cc1OC)C=Cc1cc(OC)c(cc1OC)N(c1ccccc1)c1ccccc1)C(=O)O,triphenylamine,304.0,,ethanol,661.0,16.56,0.65,7.11,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3CD50>
1338,N#C/C(=C\c1ccc(n1c1ccc(cc1)C#N)/C=C/c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine,490.0,,dichloromethane,690.0,13.7,0.61,5.71,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3CDA0>
1341,OC(=O)CN1C(=S)S/C(=C/c2ccc(cc2)N(c2ccccc2)c2ccccc2)/C1=O,triphenylamine,458.0,540.0,methanol,564.0,13.0,0.59,4.32,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3CDF0>
1342,OC(=O)CN1C(=S)S/C(=C/C=C/c2ccc(cc2)N(c2ccccc2)c2ccccc2)/C1=O,triphenylamine,476.0,565.0,methanol,476.0,2.2,0.6,0.63,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3CE40>
1343,CCCCC(Cn1c(c2ccc(cn2)c2ccc(cc2)N(c2ccc(cc2)OC)c2ccc(cc2)OC)c2c(c1=O)c(n(c2=O)CC(CCCC)CC)c1ccc(cn1)c1ccc(s1)C=C(C(=O)O)C#N)CC,triphenylamine,580.0,,THF,464.0,16.15,68.0,5.1,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3CE90>
1352,CCCCCCc1cc(sc1c1ccc(cc1)/C=C(/C(=O)O)\C#N)c1ccc(c2c1nsn2)c1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)OCC(CCCCC)CC)c1ccc(cc1)OCC(CCCCC)CC,triphenylamine,527.0,,THF,693.0,11.16,0.66,5.11,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3CEE0>
1357,CCCC1(CCC)COc2c(OC1)c(sc2c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1sc(c2c1OCC(CO2)(CCC)CCC)/C=C(/C(=O)O)\C#N,triphenylamine,503.0,,THF,797.0,10.33,0.64,5.3,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3CF30>
